slot,front_sig,back_sig,front_signer,back_signer,front_program,back_program,front_sell_amount,front_buy_amount,back_sell_amount,back_buy_amount,victim_count
408742330,4XEhk2fLYwrHtCECbvqKxWKph43HKfBNSRDrU8kFV4ySBnv1aQMFdTgQcvimTiP6ydyypYK7GtZyJhCHNGgDJjTx,3Fchscriku2jLRSYPodwPZTCKX5nBK5Axv4xisRb1craAFoqPqaoQ5trVqVDowhkt6PgfnzzZEVfkdkN1DRrThUf,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,9.234,"13,708,069.","13,708,069.",10.018,1
408742333,64tRxLtHB89JSJB2zNLFBzTnEjpm6uoTt3ewXhY94PRSm8pC82xjiRdzEXM7prE1DvddpiA38tTMAHWJYfy3Fn76,3dgf132cduEaZ7WffKf9BTBGz7BxWWDfrZxuuGcfGaQ8RWZ7X2ZZWgQbx8HhfoKkfo618rqzCyJdTAUNSfvm7ukg,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,2.672,"26,254,649.","26,254,649.",2.710,1
408742335,3ypmEPZA1odESbNHWMADnX1j6pLzbXK5eMEHvZqwXXsx577T5MtUzAZqyWWuoMH3ick6goYNwZLqaXCtJ4xfBtdc,bxpWgieUEeSsX93QHCmE98sAZdTd5z6UZhX16yv6GrLCVtyKHSZr7c6wshadQCD7Ujempx1zTpFxqA6jGnrJS53,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,1.448,"4,936,961.6","4,934,500.5",1.466,2
408742576,3ZMkkS64uM2usWQqiEZ555TpFYEtdn9PFaparkiqYx6EdkFDGhiqW3rDbcMr6pVdjSzJsade6cfity92nRnkeeMm,4xT1QeMxwbCJN3scP172oFfaX5UGaGmkdus2y5KvrfmobSYuPknii37bSnHDsqmFiDiag42Hi8XZkLf9jdN7N39k,DQApNebkK5wCmy92T5c4Z9NePWjP7dC4avpLMzuxadxR,DQApNebkK5wCmy92T5c4Z9NePWjP7dC4avpLMzuxadxR,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,0.428,"10,632,536.","10,632,536.",0.428,1
408742780,52reuoZ6cjE1qLeiELmPptsCpZekgTioMe71eqvWXsnzttYL5hK7ZNScNF2LXt1dMhWEfDmgiuHNgYRRs6v2WkY3,zP9aH8W8TgACDWkkgerj2xYzceKjSdqaNaXmMaSxZroAN6r2J6G2bwg6adYbhegsdL5sLFYpUckhjZa9sa4B8vi,H8KTT1e3F4u9Mw4cn4byAS4Uv1LZJv7QRDr46UPKAMe7,H8KTT1e3F4u9Mw4cn4byAS4Uv1LZJv7QRDr46UPKAMe7,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.713,"973,222.84","973,222.84",1.948,6
408743221,3yKG2a6bjSMDV1roWnmBVijnUL6ZMM1vYU5QtM7UKc4TnNB9MP2HfRZYd35x6J6rxuveARuX4RZuYWS2v8RoJHm2,4gk458mS3Zt7VmRybHZDUMFTnf4XkENa9T1JyQhVMZmFMJTCQ2YHxvWq7BVWsmvULArmUgAcB35o6RiyXxUQynXS,HwGqFnPY6H2sGFoDUMYqr63geoR6Tb8yrfnKGLMnARzj,HwGqFnPY6H2sGFoDUMYqr63geoR6Tb8yrfnKGLMnARzj,AashzqaMCticMeNjQ8agSKCK1Nopzh7f95e48zZBQnTo,AashzqaMCticMeNjQ8agSKCK1Nopzh7f95e48zZBQnTo,0.254,"1,662,760.1","1,662,760.1",0.259,1
408743221,4eDFRzpxoc97SazBL32FyELVVxzPx3VWbWbyo4vy1h3PtkergT5QiSCsSchdiwngizrGobrVWSbYEMPXcKd8nq6i,3LoxQFwNMzwSz8JXXYSngUv8KN8LzmnZkqQj4uZ5zZoVJ6wFwwKEu2FeSqSauGcDd72RdhgBjSs8JQuXoVqbaLPX,KKKzQmS38mSxHu7AaasGghGgVqoEt2DS8M5AcBMVK3j,KKKzQmS38mSxHu7AaasGghGgVqoEt2DS8M5AcBMVK3j,GGG4BBhgAYKXwjpHjTJyKXWaUnPnHvJ5fnXpG1jvZcNQ,GGG4BBhgAYKXwjpHjTJyKXWaUnPnHvJ5fnXpG1jvZcNQ,0.962,664.769,664.769,0.963,1
408743221,5jx2DbLLTZj1H3kfMQGytYeFq9YXNp7oMU7ryGWPpAHNmjTKjPxXmh8DX5ziQG4tygcWx9yQJaBeJFYyPJWGAePU,4qL3TrxPnUdG55ooDZV4cfdonutkXWV19yGKmXgBBRY5LLec6nSJXLQVxpK7f56CtVJskf2H4k1oASw8p77hio9Y,KKKzQmS38mSxHu7AaasGghGgVqoEt2DS8M5AcBMVK3j,KKKzQmS38mSxHu7AaasGghGgVqoEt2DS8M5AcBMVK3j,GGG4BBhgAYKXwjpHjTJyKXWaUnPnHvJ5fnXpG1jvZcNQ,GGG4BBhgAYKXwjpHjTJyKXWaUnPnHvJ5fnXpG1jvZcNQ,0.698,848.894,848.894,0.698,1
408743222,UfkYmaoGMVkme7otHA24CLtVpThzr5TbkpZmT3P1b7euprUt7gUe5vU9t5vCDnFVfkiYbi3zV69koC9Jtj82efc,5uR7BZ5GPK7Z4wUYt7VtMKa7uASjffGo47UEst414i1X9th7aAGf6AW7T51isPdSmkm6i6rc6pbUZyGNmvNfbCsN,KKKzQmS38mSxHu7AaasGghGgVqoEt2DS8M5AcBMVK3j,KKKzQmS38mSxHu7AaasGghGgVqoEt2DS8M5AcBMVK3j,GGG4BBhgAYKXwjpHjTJyKXWaUnPnHvJ5fnXpG1jvZcNQ,GGG4BBhgAYKXwjpHjTJyKXWaUnPnHvJ5fnXpG1jvZcNQ,13.280,"6,516,968.3","6,516,968.3",13.287,1
408743517,4myN34VgMc29zVLr7zTUShHABL9h12pWsK9sg4DMFHDBJMR8VkP6YP4uFno98z141152zBCFH5ANRiaQCgc9nCye,4X7dXSUoK1Wu93i9aZJZbsMCDng3DMH4wviQ9YUSVpphM96csUyCjxbYw2fxF9ncHM9hJX7DrTZQnE7NQ2pYV3B8,82QuQ8mpqKnkvhsXcfRQ4CnLXip6RxXCYrKAxzucZaG1,82QuQ8mpqKnkvhsXcfRQ4CnLXip6RxXCYrKAxzucZaG1,HjaoPHT2JUsXE8jy56ZiCDU1gVkH1X3J2JR2Dkuf7Fay,HjaoPHT2JUsXE8jy56ZiCDU1gVkH1X3J2JR2Dkuf7Fay,0.0991,"33,216.651","33,216.651",0.104,7
408744331,2J99AHi1UqRaRwFqLv3JamVM8dkyxWrW866AwN7ZfVip7VdUPL9q6xQ2V2E3UQnVsC6LRZtE4C5g3wXT2rVt6Aj1,5hjd28wyMtqEAWKHDB2m6pLbqBiuxAvm6Xa5nVMdbqsa8PjWhR5LWbQi7VuqQDpzcRusbUxsgeL8z3WGbTCnQiZw,3eEDQ4pDEWUJT5J5m7ibhnrihFje71i75BtRC6HfkEvN,3eEDQ4pDEWUJT5J5m7ibhnrihFje71i75BtRC6HfkEvN,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,5vRU4gghq2LKLY24mrmxgCW6TrPpxX8XA4M2CMAt89to,0.00311,"100,000.00","100,000.00",0.00312,1
408744940,3HzaBEi2LsGrvM39zo2pd3TZovyqqGcqGv6fiMJNqNHDp913nRp7X7w4Ew8W8JWdWX1mmmF8rCCXzMoxxNpENE5K,35mzsXGSdvnmYWyFJExBHcHjKBFwmNTqkaRveLXUPUcteKmoaJu767tvMLZkgWkEQCTwar2NRAX486SnEVgP2jMw,Hh4tmsJvo8RAxZA8aaWRvtfHQ543R9rB5UX5jXxNBw3C,Hh4tmsJvo8RAxZA8aaWRvtfHQ543R9rB5UX5jXxNBw3C,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,2.531,"83,467,109.","83,467,109.",2.675,1
408745335,5ptcD9qr9PwyaYrS7iXxacTpjC31SkGrJX3AH48k8zpXJnAW84kt9GCmQcQu774bn5D1SnatZFfdG8jVvqUTSE6k,T8vgMD3jsjhTrNyJwUV7BV6kknLXUCdHtKTNZncVXcdepgo5GegWsM2V7MpDjLHF27y5C3rEk9jAYCbHjGovYtM,5yTRF9QJV7fxiaKkmzN9oKAAtUAEowbpfBk6xfC6yCkR,5yTRF9QJV7fxiaKkmzN9oKAAtUAEowbpfBk6xfC6yCkR,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,FGtidgevp8iNGb1UvZgqticXdoo8oUnjZWFZp3sJi4SM,1.339,"37,089,336.","37,089,336.",1.415,1
408745840,mPGwANuS3Lca2bdZJKmmKQsvv2J5hKphpRdNActkWmrFPEjf45dEFfxmEzw4kYKTmHtCKpqYq9azJ9wMtsg3a8E,5PUCQxC5XMy8VhPYy76gs8JUhKpX6aKm7Wtr5kqMteRsfYik7f4Rf8ZFjcPwMSFEzfzSSZQvgPJXUwWcyKjvoC6L,F8LoqWUjjbD3xqHfrYAffPZMCoNjwbB1jQC3k6MWgfbs,F8LoqWUjjbD3xqHfrYAffPZMCoNjwbB1jQC3k6MWgfbs,9FcKTaqDQHfhuRvqjtmUpMiMJtVdbQWa6M8WuDThqqbx,9FcKTaqDQHfhuRvqjtmUpMiMJtVdbQWa6M8WuDThqqbx,0.165,"2,362,713.4","2,362,713.4",0.176,3
408745917,RjM7QsjmswBUsWfzJiXVbior5YdbGDXjQB3yiGLX6uJj27LPQCTQceutja9jbczWGGv7LZGyrZdDsBCXo6jQH9f,DiK7B1yTJbiP3aueP8ncvxVVfJa3jbYfq2j6HU4f6oznA7uSEzHVAx73UMdTpAujhb6L3sMTbP9WGbhanUpfT9K,HwGqFnPY6H2sGFoDUMYqr63geoR6Tb8yrfnKGLMnARzj,HwGqFnPY6H2sGFoDUMYqr63geoR6Tb8yrfnKGLMnARzj,AashzqaMCticMeNjQ8agSKCK1Nopzh7f95e48zZBQnTo,AashzqaMCticMeNjQ8agSKCK1Nopzh7f95e48zZBQnTo,4.323,"10,836,962.","10,836,962.",4.341,1
408746038,FFgtsMcAbkA5D67X5AhGYKuZ5f5KL1UBXWfMiB6EaC9938zfcq6AfxESoQ7qgYRcvRbBpGHyW7VJRTvzhtuN8vY,5MbMr85CBjbFKC1LZQDPz7HpCNUYKHPUpPMmnVAfSPWyUQDb2DuXc7ZVR8Z8H9FqNnvTeyqmtzSz7WG1ty3iXr1b,BQtH4sBz6NpPJ2DpdKaXiZKRfehKbVgSADPxg3c8SjCf,BQtH4sBz6NpPJ2DpdKaXiZKRfehKbVgSADPxg3c8SjCf,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.711,"15,737,058.","15,737,058.",2.009,3
408746204,5fqVouLPpsPtpJCjQGCE1A3BL6FYoFbfW6eYzpSrhUeCDH92aGCMnKjZaLW5j99DGWZGM1yvg7zVZNgdQK6TDZ4y,2hJyK4GyRoTp7NHzdBL3hqgDJ6Jy779j6L39U1cdHNCduH8Y73dVP2gjWi5gs9NdY7YrGPofxw71A8LDRZ9rFZKm,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,0.482,"459,027.28","458,798.45",0.508,1
408746205,4EdvqfQWjbHRXnHdJK4wcd6xLas5xRv2JCUmH7nML43AQmYrAqLhbTpdP8GcCTLyeEhLagNfNuWkjpUtvpHXxNFx,2s4KyedBLNCeFPz4m8fLkMqS9o1Cw3EiA9Zv3gcMQA4sgkbaZ8MeHKacRzPXUATDFxjwLB9uGRVTXN7cQQeUDPus,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,8.181,"52,316,208.","52,316,208.",8.759,1
408746240,3yTFRkiHnXdhw58xVBkzCoU5u5NxEaJs6xwgxMsFU74enZZTMqdHJZUH28jGPHK5wiUvxq2f8WniF7UvZPm5gC1h,inmeV3Gu6FdQmweH2dSP9qhPAMqPc6YXPDVZbjF6ARXG1Wr23rx8BQkMxpRyGuHK5C6t1rzojGnwbzJEa3ND5i1,5swCrivUxvosQvgtKZ7QL7m8KE8qu2f4kLpwZmW4xcGE,5swCrivUxvosQvgtKZ7QL7m8KE8qu2f4kLpwZmW4xcGE,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,0.793,"268,143.72","268,143.72",0.818,1
408746262,4YKz5QwhfYiCbX5T8cbybbTngdCJh2NdhDidbiKFXTCUpQy8ofngKEK9MuzrYEygFedFw9jp5brvHwFgjukReJ7a,4bKhf17rq895Hj39zCbdL5CcckQ65XxVWY3XXFTHdhJ1HyUrN7RGQjq3h5txuCopNfV6FVqrvEETaTxLoGxq3iXA,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,4.496,"381,805.22","381,805.22",4.730,3
408746266,46npmrmFKR62fMa3AAQTyeHJKvWse5MNfNxV519ZQFeV5HLX9FFip3XeyVf1QSeeUe9o9mti7jp13FbU9bu9Tyt7,R4Zu38jN4Ts2ceos3cH31XwhmqREZfHM3vvdAdMTPEwscdh6vPXZ7Q3od56cAfkSFDhGVLYmX6NEiQNmuRznPnm,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,0.305,"249,109.13","248,984.95",0.322,1
408746284,58cqNqkGpNtakHiGTYhr8s61nYuHdTFN3nE7CrjKuw5UQhK1WbkGJ3B1qEWP1BjsR7bX9Mgz617kpGCbX9yhwp3A,4bdQ51SMTF3XhSAkwsjmtFjKXK6SmM1bic6wQTgmXqXJuAWNiS9Eo4c6NeFGZszDd96GF2241hPQJcYSUTCBbnbi,DULTRZBKB4nmRbUxKRHuSXxsw4gQFzLGeCoRRCqxcnoL,DULTRZBKB4nmRbUxKRHuSXxsw4gQFzLGeCoRRCqxcnoL,Bgo4vNe3vxRv37j8mmQarJo8vbjHEKgkhJDZzxiizBid,Bgo4vNe3vxRv37j8mmQarJo8vbjHEKgkhJDZzxiizBid,1.982,"664,141.98","664,141.98",2.083,5
408746304,3m2TE6S1o5nrQ588GXf9CopNk8gsNK5xZnvbBZBCfpU6zULFPc1CSgW8DNaECEYysmYjGV7YF8PTFutXEFNKtYLj,4q65nf61SAa1rMbJ8emN9kkHsdHCLz2ku4V7Wg5AZ2fquxgEt95y1zSkTqiCadDerfGZNF7c2Uk8wtVqu3UEZxvT,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,4.878,"55,723,205.","55,723,205.",5.127,1
408746390,2mDeq9Ha64YQ64o73AU7qphQ4gWZjTQzWX5DkmVH3G7ig96fDgRoquoaxBBjerF35sQrsgdhE7AKZtGz2FmSEarj,2wo6MYvk5Gnba6L6fpazzprRg18Bydz5eVEbeAPZYLGn3v9CiptXS1PChxYm6NPrQDnBTBpSeAasRm7QbbkBLGDw,97jv9pjCf5D7VUZEyj6XnXBC5JF23Vsagc3bvSF6GRmL,97jv9pjCf5D7VUZEyj6XnXBC5JF23Vsagc3bvSF6GRmL,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,0.195,"5,401,918.2","5,401,918.2",0.217,4
408746611,3HXa14hV3SHTnarQPfVRbNya9mmdj4o96iwP66NWDNw9pyihnDfitbKVoFFBgBRtDn7qXQduES9kAV6BuCpVv98p,3HbxVvvpMLJwqkwZV9exJWBCa9vVvbKN4Pja2eSsyU8UWJn2PPqoBa1JACQTYKDCw32jSJt68jVRGvUQezfD2Psw,iMXiqWP22ZVGEvV5qS3Luh8D1xaEcS5BnKwcuY5VoUg,iMXiqWP22ZVGEvV5qS3Luh8D1xaEcS5BnKwcuY5VoUg,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,3.618,"115,482,716.","115,482,716.",3.862,1
408746703,5kdsk8wHsTZyijBcacXdf7zjr6mf7mNDMsap6QrhsZhkUiYa1eTPQTJ1P1aaQJYCcY8puEeBs1mUaGt8Bzx73rX6,5yq4VrxwByQtsAGo9ZWYK5esdhWM8yvoGkwvjQXVj6vR8GhCcenZLTd1nihjLfMun9b5eEPp8eZjok8k5hQtzhqH,BALDEraP3A73eyUjMTgD3wkyhAuoE47WkdU9mQpDXTCK,BALDEraP3A73eyUjMTgD3wkyhAuoE47WkdU9mQpDXTCK,4WYNb3xxJRVUadXRDE1q3FyzMdQ2zzzEijdR1S7pGLMu,4WYNb3xxJRVUadXRDE1q3FyzMdQ2zzzEijdR1S7pGLMu,0.988,"2,336,279.6","2,336,279.6",1.049,3
408746708,4bMvsJzYEXtmqmPqWtjfpsmLAsA1wSQv9LraGGfb4sk5bjqW4maLfrzGGJLVxmR86D9CFzxgjjnxZyne1r2Z2f3m,4jMvH7Nos8NFBAZmZ99aaFiBY1qG6DdWAaumY7zGYHKEefsbtUDqzgmdQ4aaxJLharxgnVZ59xd2PpZT8qhMcNDb,BALDEraP3A73eyUjMTgD3wkyhAuoE47WkdU9mQpDXTCK,BALDEraP3A73eyUjMTgD3wkyhAuoE47WkdU9mQpDXTCK,4WYNb3xxJRVUadXRDE1q3FyzMdQ2zzzEijdR1S7pGLMu,4WYNb3xxJRVUadXRDE1q3FyzMdQ2zzzEijdR1S7pGLMu,0.988,"2,644,117.5","2,644,117.5",1.031,2
408746725,3y2Ra5W3z1AkNtjdjqQRuYgUYD5JQMSnHdsVabxsm7RxjiU4qqeeYKGeSZyZeZwFUSpNmQ25M8TfF9dLzP4vM8Mu,3BHQ8M4KWWBpnVktTKnqkfEPd2mhqia12FWE2PGiQgGuKQL67D8B8QGKB1NKLgJietMBN4Dzk7uRi852UN1gjwCm,55c7yDBVHgMYQXrEYpWhnNWPYFSystyiC9xxASs7KGEb,55c7yDBVHgMYQXrEYpWhnNWPYFSystyiC9xxASs7KGEb,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,"803,323.63",0.581,0.572,"814,850.42",4
408747156,4ndNChyU2J4HUNTVyXJ1P5h9EEymnTFtMBFVXF7D1vXMj7qJPmaG6dPtN6NJ3QZbMLqCj3Bg8vKHuW4DhFtAzi2y,2Xnrt2ssZLcBecZomM5kWMexhGGw7gkyN5eEYbeX2rDxzZ79hZjLXFqZDuNCXShhQM9hnSQT3dgJRidPhDni4zJ5,KKKzQmS38mSxHu7AaasGghGgVqoEt2DS8M5AcBMVK3j,KKKzQmS38mSxHu7AaasGghGgVqoEt2DS8M5AcBMVK3j,GGG4BBhgAYKXwjpHjTJyKXWaUnPnHvJ5fnXpG1jvZcNQ,GGG4BBhgAYKXwjpHjTJyKXWaUnPnHvJ5fnXpG1jvZcNQ,0.0048,639.583,639.583,0.00488,1
408747850,3zzbJQB5CvFjuqL54AMdvZpoBfgoPairDELvqtBd35YcKs7cfhm3YyGYWYMSxGU19mizVfYBg6NgLnqVsdHvYK6u,4My1f981i5hb3nNjCQHtvadpTJuUqYmRpMdjEyqZ5xCv8YGeye9RfVFgvXoW6aXsuTTskiAZuF15DxksUZhDfkfu,F8LoqWUjjbD3xqHfrYAffPZMCoNjwbB1jQC3k6MWgfbs,F8LoqWUjjbD3xqHfrYAffPZMCoNjwbB1jQC3k6MWgfbs,9FcKTaqDQHfhuRvqjtmUpMiMJtVdbQWa6M8WuDThqqbx,9FcKTaqDQHfhuRvqjtmUpMiMJtVdbQWa6M8WuDThqqbx,1.253,"7,261,211.9","7,261,211.9",1.299,1
408747965,2hkMaZwxzSkVvNfaTQQYFrfjwNy5T11aQ5BBYPz5EGVdmZVptTS5XejrSfSQZS9AZVwhiVKb9DQWEanemVQdUW5u,5qvXeLQm8Vj2BAPwZysXpd5yWgfQxGSoi1vpb5AVP1kZAmSRAkxLGKAjMfk3vQiHbGz2GVQMgGMu56W5xM2CjnBK,F8LoqWUjjbD3xqHfrYAffPZMCoNjwbB1jQC3k6MWgfbs,F8LoqWUjjbD3xqHfrYAffPZMCoNjwbB1jQC3k6MWgfbs,9FcKTaqDQHfhuRvqjtmUpMiMJtVdbQWa6M8WuDThqqbx,9FcKTaqDQHfhuRvqjtmUpMiMJtVdbQWa6M8WuDThqqbx,13.646,"10,434,152.","10,434,152.",14.076,1
408748248,3xqdEREJMdFzJ4ojJ46N7LqKujtsEZfeYRfHSy8ijkz29a6AwrPdWAgiuQHw63FLkBuWMnT75CfSAhYGYqaxsk81,2ozC41z1gxJxEwbSwBioFQ1m2yy51wnBhXDeBZh6m66xbXQtEqqrvLXSoSftMD2zbVGXCeBvdpTcqN97Mqr7MTAo,GQZg8WfTKcn1Axgc9mk1ihLhaSX9Mgb6A94UL2VkQ7sY,GQZg8WfTKcn1Axgc9mk1ihLhaSX9Mgb6A94UL2VkQ7sY,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,5868kGrzRH88VCE4qM1TV6n6K8yBEfkvQXb5LRNrCk6F,3.951,"89,940,044.","89,940,044.",3.962,1
408748954,4JiuZ8i8t8zGt13RL41WG61LckasDY3VTydnV6wWkU6ZtDFD7KWDiTDbpUY2NPSgULUtQX56zPfnSksnEBEDH27j,4ftgEmfqa9444Wd9SKfGSJq6bdR7FvNzptAqKuowbWRUsRtfKW8Sb6dDWvkMp9jNxsV8NknoiDRRZVxtDuw8kd1Q,GRLLgTPUXFdcJptzX9FqvQ3kkiASm3kGV69mkw2k3PDQ,GRLLgTPUXFdcJptzX9FqvQ3kkiASm3kGV69mkw2k3PDQ,FAdo9NCw1ssek6Z6yeWzWjhLVsr8uiCwcWNUnKgzTnHe,FAdo9NCw1ssek6Z6yeWzWjhLVsr8uiCwcWNUnKgzTnHe,0.00792,"128,603.75","128,603.75",0.00813,2
408749816,2hZzCeRwNYG1KN2uM8dLDkoGr9MDi3AuUguos2uLjJqN8MZoNXcaMEitAZBdL6Yi5UpNrheZz1dN5BCYVRi2keG9,zKXT3oC2VKgx3MFyRjEKPKgJuaq2uDZGUkoVUQYZT2zTcWWKoAghE8d6Ao5n4AjRfsnXr6aeSF4DBCvMeLiD8Lr,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,4.276,"92,248,220.","92,248,220.",4.472,1
408749841,3U6hyCRetdbd6M9nd13UpEK2eS9KmCoEE9PUiRrzTWBRXdwbyzhdA15D4GFFZNG4TH3bnNjiKhf5eVEvqzGoVUdu,2ELCVsasP9VdNNiLds1Tq8XnEkuBesWsa6yjM7eLULnTPC4HuqcMZeV1gze8erTti87RSiKzARkvpX7hQPnJjXmY,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,4.920,"1,938,471.0","1,938,471.0",4.950,4
408749907,5aVGjqCUX79CZmS5gdx8G6ausunhmphLM7iLKP7JHebMWUVAUU5KkSmSGMw3TnQHVD2XER2P381LUdT5CkJcXiaA,62aE2ZgL9wxTGM24hvJoZcnGfUs18Jc3LSpNFw6Pq318zkfKL9URkvFM3fcXL8egJY8gzJ1F9W2cmxGGiaeKEBjS,F8LoqWUjjbD3xqHfrYAffPZMCoNjwbB1jQC3k6MWgfbs,F8LoqWUjjbD3xqHfrYAffPZMCoNjwbB1jQC3k6MWgfbs,9FcKTaqDQHfhuRvqjtmUpMiMJtVdbQWa6M8WuDThqqbx,9FcKTaqDQHfhuRvqjtmUpMiMJtVdbQWa6M8WuDThqqbx,2.084,"5,461,373.2","5,461,373.2",2.135,3
408750201,2Aw131kyVrkLWAgfT3mr4R2LFAKfRo7qdhV1VSGL9gH8WXaCroWnN9X3SjjDJfihhVDM81LJbZ92VRbR4qJhTCpf,4xzw1zCf3sbnAsqZojGLj8bGcKy5pCX1vNaWRBUMVkXTYusQo9TGoCFsyHVu1zViFQFwJVnsYJEPJeTjtjzV9Azs,KKKzQmS38mSxHu7AaasGghGgVqoEt2DS8M5AcBMVK3j,KKKzQmS38mSxHu7AaasGghGgVqoEt2DS8M5AcBMVK3j,GGG4BBhgAYKXwjpHjTJyKXWaUnPnHvJ5fnXpG1jvZcNQ,GGG4BBhgAYKXwjpHjTJyKXWaUnPnHvJ5fnXpG1jvZcNQ,0.591,"89,411.313","89,411.313",0.595,1
