slot,front_sig,back_sig,front_signer,back_signer,front_program,back_program,front_sell_amount,front_buy_amount,back_sell_amount,back_buy_amount,victim_count
408675645,pQjmKPDoLNG9q7cbWWG6RmdawPJDrHo9dZ36152ADUSnpWTzyk2b55JRhLcfWjmhzqDBsUzu55jGdzSDRBeWWXJ,jBbJT6rE35kXTSm15g9P1WZT7CtuYbM4WhhoQPyau3f7XNFWBr4C7Yz9KvMpkYRmGwDvvBvhwFRuK9sb2NYUVM3,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,4.939,"24,738,130.","24,738,130.",5.081,1
408675681,3uZrLGMidcwfzZFbUNy5zJr6zP5p5tFcocwC3BEmT8wdLjYRqLEoSF4YyLWXbZKftCiQjFKcBHByf3o7ExUCZEZV,4BVYwjZX2C7GjYyG8iJJZJNZ43mTXeCAToKfPpzyoyq1EBuBrR51ApjppQbjDANjSzkrgM6t4XU5j7vseG4PDoPo,FiAPe3q5TFYfYu4fP2ySMLRE9qfkAEYLsk2JaPaavvuW,FiAPe3q5TFYfYu4fP2ySMLRE9qfkAEYLsk2JaPaavvuW,Bgo4vNe3vxRv37j8mmQarJo8vbjHEKgkhJDZzxiizBid,Bgo4vNe3vxRv37j8mmQarJo8vbjHEKgkhJDZzxiizBid,0.99,"1,889,417.0","1,889,417.0",1.004,3
408675998,3e3aEFg6Sn5T6b1HwztsGmxKHLPPgQ2M51ZPmp3iKtef87pgn3sDVwHt4YrtPHS66SEwpBndw6NhUZcX2HkRVryx,3XoHLY5X2Y1sG1xL83VantybrgCpW1H7PLvZarty2QYveLyw3kxSmdLWkzjp24p9A6hwePXkXr99nk7L7hFCsVyn,GsF5rKcsvvd2oSVxVWcgqHw2dmxWgPmYP5AkiAjEAdKK,GsF5rKcsvvd2oSVxVWcgqHw2dmxWgPmYP5AkiAjEAdKK,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,0.0001,13.295,13.295,0.000108,4
408676118,4iabSarSx7DxtQ8VHs7Q7VXiJ7x61uQQHSKM28Uwam6EQ3zsPHopSxCERYfFsvBgZD67uyoMT2YtBpcBib76pVjg,CKMZA53CFTeLrKNe5HWaxEejujR8gezynFE7B8nbq5VTd3rJVqDjSkxrWL8rmP5ZXi35fmaeeKiGV59eVQ8S9jn,E45YLW6LV2GdvPu4HgpBMZF4veGmUqbK6hs2W3ykx2s1,E45YLW6LV2GdvPu4HgpBMZF4veGmUqbK6hs2W3ykx2s1,EpjnUueXY3MmZZw2n8FobumsJpZN6kTUB8mREr2SKXRW,EpjnUueXY3MmZZw2n8FobumsJpZN6kTUB8mREr2SKXRW,1.261,"2,237,475.6","2,237,475.6",1.329,5
408676137,35oc1EL1QrnBjKtDzGmCxiuqfXpot6X8KjcMVXs62bhXCHuM1wHGeUHcLuAGdNzbGne2bQUUXSiyRCKGnFVMZkvx,2vUJ8bzam7Q2hCZCFoJhZGTjXK3k6pzMTBEFqRKFBo2coVHhNizKSFeMwbpvZEqv9ok1m9KU1NfirZvf2d3xPZT8,E83eNNN1shaMN84bmbrrQRhQ4xwiC4v7Ewh9arhufiae,E83eNNN1shaMN84bmbrrQRhQ4xwiC4v7Ewh9arhufiae,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,"1,498,823.6",0.973,0.922,"1,546,980.8",5
408676140,2fZEGoyGNyydc2b4Hk3H3kUR6fYfXvYYCuVXrwzxjWiAmvKpPUpHgp8yRgBSEVSGgn84gmC1w4bqT4sn8EMvCvUj,3kt4ccmVSRYudtW3rbXB793SCjjGR8xvUZAvDvG39RZGPGnYhY5jRLEdYRfpr1GiC2UJfQ2EtC3p6mvuPTP8x9tK,LUXrU5tGWemJxvqDeqSXANqLc8F31vVLgeYNzFrozdc,LUXrU5tGWemJxvqDeqSXANqLc8F31vVLgeYNzFrozdc,4WYNb3xxJRVUadXRDE1q3FyzMdQ2zzzEijdR1S7pGLMu,4WYNb3xxJRVUadXRDE1q3FyzMdQ2zzzEijdR1S7pGLMu,0.99,"1,770,748.3","1,770,748.3",1.035,6
408676309,3ZNZK6XgakWotjqe8hJumsTtfQoHNr1TrKNk7f7qYMfKqtNpKJnvPLzePeHpY88u3HFQTk8h4otPqDzm6uXbg4zu,5tQ7dXdEto415oh3tMgKsv1VhCNJdsg9zhvzcB4EzpwTaKTNkHTrRmc94bsNHxkftaUn3PbZxFoi1Nhr79bqb5Nk,7wjiJUPB9Gdms7gkBvL2iGcBKXN5FdbhwcMXVvZhTyDx,7wjiJUPB9Gdms7gkBvL2iGcBKXN5FdbhwcMXVvZhTyDx,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,"3,891,125.6",1.034,0.974,"3,984,555.6",8
408676672,4iND3ZMvbYEApPE6VfyUFatvaEc88RoX1JQb3LD632hW1VTPvNXi9Pe9nJij6Et2xdoSFKBDs3kXA3oXykryGaUG,2RAvczctzvaKwm3Pr57VKUSuy7wGhoezZa2ajbTkFQNyCkFaXMBEre2F8aRySEvZtKh9Th3aG8jaeWsdV334u2Sr,4jqxwTzwa8GMDKR2HNegjNSCEHxEwdfDxZ5k6yrFkGBD,4jqxwTzwa8GMDKR2HNegjNSCEHxEwdfDxZ5k6yrFkGBD,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,109.749,0.0001,0.0001,109.749,5
408676886,2ZyRaVj14xXSQau4g49ko7VhoT2w6YnAPVrbG8BTB2Q4PKg1sJ26zYCUhwKHoCC8kMGXT9ueVKL6sgrfigqcECzZ,5f9a9Sdc1BtJrWeibD8ZLDG8GfvkRZjy9Qn3cbrmtTkTifARyJiuhzCQ7ApvLHDYdGQQVLDfT92FkSF3vaHKXZm6,2cv7M1TVGe61T1YMqfwmCrVUpVzm6af4bpB9ENnFjkm8,2cv7M1TVGe61T1YMqfwmCrVUpVzm6af4bpB9ENnFjkm8,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.652,0.0001,0.0001,1.652,2
408676920,2An3Vxg6UWxPVPB6mBX5QXEmqWPmGN38m7TwKjJTsAWes3LGN9jBgqLijmEheWwLJMVQNLtVoKZSG5gyo78K3MgL,isTLBmmacX6VkuCc2XmEsC49CkUNGRSdNVpnwzZsWkY79K8uLPYthjTGTxcpvneRQBRuk44BKJ7FmAsBpAAtqQg,Ehe7umWWuZDRNzYrKq8shvv98GqaB5QqzmHQ3WRj6NJq,Ehe7umWWuZDRNzYrKq8shvv98GqaB5QqzmHQ3WRj6NJq,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.338,0.0001,0.0001,1.338,1
408676920,52PoQwPPHExeRuwTtxcVwiJgP6BF82UwPLAMtp1g2unAjtgXfmXJbn5pzZU84QWT81ebrN7X5RkFWQvNNgHPMsvw,5RoDCW7b83o8YCtiA2b9bvxo2EioxhjbcA6DtbwRTcZdVJHpvzqwQXQDns8g4NQSEfNWSaWqrAoH397Hfm4fbt2D,EAeXdusBX7445Q4YHPE2fpT3GbbHjTUR1jGSZxbLvy4J,EAeXdusBX7445Q4YHPE2fpT3GbbHjTUR1jGSZxbLvy4J,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.338,0.0001,0.0001,1.338,10
408676944,isWpDBRa3N4CPgGYXoJNG7G31YWNGQ1a7DkrMoFwABTs8NXaxnMuv9Hw43xsyHbSeUN7GVaR4eufZxdjdy3UEXD,j1yiTbyzCj3ndYZjqwfo3sA5C29ytAweVhmEmVmHQEAR8QxoGMwnQZfESD35L1rGvvRRVZVsRb4PEWzyBtRP4nW,D9tgV3WaApwLci5d7tWiAbjZej4QyspjWKd71nr29icV,D9tgV3WaApwLci5d7tWiAbjZej4QyspjWKd71nr29icV,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.338,0.0001,0.0001,1.338,2
408676965,2R7qyPrSrJExvNpM1mBg13DE81bgeitcJYuoKnWPYAxe7yD4C6Skk4WbubkcYcTd28suf3s358mD3kqdUNDLkFkp,2vhyLHJWtaVuSxUzXUeF7whpZXWZKhdvGCnDGHifUkxzdVQtSVXtNMjSfmGk8Q4b1XPcjnrDXFz6uxnTStjChHdp,6L5QV2S5kQDMEddZZ7AzYGJiyvh7GqMM3FwAKniSgAwi,6L5QV2S5kQDMEddZZ7AzYGJiyvh7GqMM3FwAKniSgAwi,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.204,0.0001,0.0001,1.204,5
408676981,eMkLenAtbaJPso1wV6eMptowibfrM8D6tmQ95mmib56vgSJM1hw9SHUonwhHH8q7PjeXB91mYTCqvAttvPwFFXn,5YTBzDoBrYcVmiMZqGzZEMVTfCZnwYZpHX18He7NpDAwjQ19bnABE1VE4QsSAeFBiEATou8X1eWi39vLpgdYZ3Jv,2gtx4AykFrUkDLkwBFG2M3LwkCrNFpfQktP19NyQ97AB,2gtx4AykFrUkDLkwBFG2M3LwkCrNFpfQktP19NyQ97AB,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.204,0.0001,0.0001,1.204,2
408677006,25dLHJTw2crmhGo6Vh7RhmpprSbfZPMZf9LCw8euuPGvBqHH245mB2Va74nfdB8eBR2ahFBpASYGoQyUDJjcrpPX,gn9mwP8iq5ZyWgB8s1mv378FADxLQGJSd8EVL6GXyMM2FEde8MwXNAtwpSVdBaNpt5nDioTWUndk6wBmfThwCtw,Go5y1VQBCp2aVD2jEk45byUMLTMFfHtUq6cS1DTPCtpK,Go5y1VQBCp2aVD2jEk45byUMLTMFfHtUq6cS1DTPCtpK,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.204,0.0001,0.0001,1.204,1
408677017,pLud1vPEdaDvFb2HW7DTpQX3QfwJpX6TQAL9ve2iSC7otWMnDz11GPENXjW7mxQN81x5BbTG9czJUYFLCAQWAyw,msgkBJ6gjiGgHUYAr6biphkw3GVU4gMGYoQxzfkauFQ3eqgDdRua7tmnDLoBQJdcEvH1UQMJSbX4xSVcssJqQP6,B6aHLpuvqZkrXLgtRZv7n2XtRRCMfxMi83SJzPc3yG3x,B6aHLpuvqZkrXLgtRZv7n2XtRRCMfxMi83SJzPc3yG3x,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.204,0.0001,0.0001,1.204,1
408677062,2s98aorEDjneURWWNAoHVBEQNSfMK32QY8ekDmdTzj1dKoV5gZ9o8bNkjqa8iMxWbWLCvi55iWmaQra81qTohUXE,2PpYm9SQqz5NpM6GLE6cFrHuCdSpXRmFEh887qu9x1ZbAq5CfpkW6rysi1XCDytCNbwbK6iUdMpqddE3Xq4hFr7x,F8LoqWUjjbD3xqHfrYAffPZMCoNjwbB1jQC3k6MWgfbs,F8LoqWUjjbD3xqHfrYAffPZMCoNjwbB1jQC3k6MWgfbs,9FcKTaqDQHfhuRvqjtmUpMiMJtVdbQWa6M8WuDThqqbx,9FcKTaqDQHfhuRvqjtmUpMiMJtVdbQWa6M8WuDThqqbx,4.941,"14,166,847.","14,166,847.",5.029,1
408677128,4c7PcsDLXiytBLPGXNk6GzNG1xEq3tPzE3JDyAgCfLFeHbYyCjxq5eXdzysfQKBazJvbVNahhcGmrVHdHj6vSem2,hjp629hDaC1nwPnSsWpqVvZmYayBVm1KkK5ME68EpdYwamSuCksFiueCjAH4vKCMxFrGdHY7k6J7F8oDCwimtNr,GJbjBTsvPjigVkt2z9A2jpUFUCzayPvqX5xZc51QM3Zz,GJbjBTsvPjigVkt2z9A2jpUFUCzayPvqX5xZc51QM3Zz,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.204,0.0001,0.0001,1.204,6
408677180,291i3zSEUU9gVLRaXFH3a5wWv5VdLeqbpfStdPY2vxLSmHmHzjWHSdiLYvFraD317QGuFoZrGjEz2xup4zWKikxQ,36SPeg1vHu6ZCUcsGE7rePDv24EXGNcAQAAe4NETHg2YgN1F5AtFcAVQ7L7KXkwpVKcxFcRMNvshbYAbGAG68Lfy,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,0.236,"1,015,709.4","1,015,709.4",0.246,1
408677180,suU27QYazLhsUKrTK7ANHc4kfUH2NWfM91jAZF765kc3ZRVLdZH54BZeEptzTLz5Ayi4nZ4zv7VcPRerQZvaQmP,59t8MBQVPPmEk1nvQoxGCziQDTmTikSQKGnCSww5nGin5whaGk3MtTaR3TJcqn5sK1NvLfJEweg3mmqyWRGGB51J,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,2.977,"8,579,758.5","8,579,758.5",3.035,1
408677181,56Mj1kzE8GQ6fXVqBq6bp3ZztjVM1vkyUMLNmF3ewiwFDgiZ1qWzSdTzDMbPPYdWor4PZeuPYKmdBR2FjqJj3JK3,bhxanxeyqhCjudXHcxnc5px8Xoiuy2jnu1teshNZQ1b1A5sEgzceKaiSuWzPFSiLm4mu1xqrpaq3tnzhLaf5xgQ,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,4.746,"1,529,852.1","1,529,852.1",4.800,1
408677183,3VLjjhZbnWmv934y3MVbmWq2tXiciLEnE7H1PZ5bwLZYbSutWiWKJYwJt5XWGXobekgrwW5AH1kMe14GUvb4QHNy,SgJpTZRCKfC46ZFojYbyWaDNjL7DNhLyn7WYjv2pCVqznHfLdnfaQ7nzjgK9eZ8n8fJXdWCh6EJwHWbLZDwD1N8,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,EumFF6mx6mTPW9VSJsPmrmqgLF9amvzKwXfQfyrkwMTH,4.668,"13,692,406.","13,692,406.",4.758,1
408678117,4GpKb9TEasfZz3N7hHdsBNZ6DsNJEmnNrKHkciSSpFk45nBubQz99TWrTZn664tf7P8UmDBQLrrtN2iGULCqPXQ5,2ziLm7nf4QpoPYVGrrdhqemEwiNFMC1JoZX3SSTJK7NAZCVsM8MrsjipJa6i3y1c52D4i2C3aMzSFTNhMX4gAgFh,D9tgV3WaApwLci5d7tWiAbjZej4QyspjWKd71nr29icV,D9tgV3WaApwLci5d7tWiAbjZej4QyspjWKd71nr29icV,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.397,0.0001,0.0001,1.397,1
408678309,2zhHULCuhzq1SSU7Tms7qayUvB2gQit3y73vyAcpW7nAXBwpJ6jYqqbECsQhwuNkDRVBWAQqH1ruxNAdk6za7J26,3j9JD1zePQg36Nm5E5uZiMFVBZzet1fjmfsVgUFsuC29zdhU9yacHhQ3i8aChAnePSYFFb2i3nUDFBgunnDAEp83,4x6DMa6ZWiZjUDgsK1EKrP2tc8qtpPCrqbZbT2fHksuJ,4x6DMa6ZWiZjUDgsK1EKrP2tc8qtpPCrqbZbT2fHksuJ,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.034,0.0001,0.0001,1.034,2
408678533,5nhdjPJqpJBK3f6vxBMTow4gDJoH7QFFc6hW5kjtB7nYbxt6XmD2ZsUtSM56HK7uBzsKzp3nAUQo3MqaK9AfUVyw,4FHioEoZTAG9cNgmy8VWqiPUK47Z4Z6H3qgEtWLfedNRg6WuyUHynkgHqGTwpb52ZSbo5e2Kaz7HMYcaZzxvAABo,385mEptoctUWzWPpTC9RPkrcnA6wHxu9hnVgcYvT6NbA,385mEptoctUWzWPpTC9RPkrcnA6wHxu9hnVgcYvT6NbA,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.319,0.00008,0.000081,1.319,1
408678548,2i918GZZ8VXnbTCbysJ8K5WcbduPmR9hNjEStJjQWELVxP7nm9peNj9uAHAsWFgCYiXpFJLGCoaCTyCmy9geKqtz,4zgG1wdNL2HHVFyVn7usb1P7Kza1QwzWxttxhyiYqyW1eDScQed4qvdMCyHD1KheouemxMWvH2UoZUbo95Dgk1iL,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,1.898,"39,217,145.","39,217,145.",1.988,1
408678643,2kgKSJXBh6EktfhQQZbmapSJdsWbTNinxVjNQpv5BRVSn22TsJK616V5oMWweDKAEu3fsmu9Q9ufS6PkWP9UYjjE,3z4gborJyHNGWorxm4FYEbyM4zPEAGcetoNxzAHrRZpW9p1Tuo62cREqR5D5U2Fn9zMKLFVApAhCY6ge3nPjSag8,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,3.587,"25,729,635.","25,729,635.",3.604,1
408678644,4Rg8rfEHkrnYXT91AozR2fD1u2b1n32t7GAz4PPYUnvmpJjTxxWrJvA6jmUsfHp6u3Ln8LBq3QjKwLHENkJkR6PF,mnoG5eDibZv7AhewQCXXyCnnv7L4V7cnNET44oNhAVicU49rAtxDVBgMd8xnoGgXSWEfw8hVUCUoWQcXoEzrYDT,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,8jXneHCUpbGQpSmSz9TgJhhXCW2vJyzbtXZLT9xrLyon,4.773,"2,879,082.2","2,879,082.2",4.815,1
408678653,5fJpmK1bMz3x4PMbGRYgntWh7L5zPGcr4sgf4njURAK3kzPspsQJXDMMwr6tRbKNvR8G4JRLFxk5Bvu1pgebKma9,vdMgG8kFer8L7tyZZkoCW9jELFWqq4Uy83JgFcFTrPM7uaNw5WYsGNgMHvvJfqKFBvmKZkb9Zr6LH9HRBb76qQc,9c6hbqjiEDtbAZYYebFvVWGfZzK3Bwp62K8rUt3kbMo6,9c6hbqjiEDtbAZYYebFvVWGfZzK3Bwp62K8rUt3kbMo6,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.413,0.0001,0.0001,1.413,3
408678696,4sZKfMt7VipzHyfuXXTaBx4Gfj9EQqriZH7qbGqmBL8B4JbP9o9iUmAduMYJQJNbhYnhtf2a9nE4xjzdXruGRVxt,vFvzuev8amTfSrGR9ecsFLhLkeRKRSFNKpDRUvsWmxgm4qPadiY1nXVc5ffyGxWusXpVbKNfbTe4zh3mrZk1KCJ,QZxuoiFyDCC8VmXW8fah8DQTu2aMukwCWJ8BFBdzUeQ,QZxuoiFyDCC8VmXW8fah8DQTu2aMukwCWJ8BFBdzUeQ,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,1.961,0.000089,0.000089,1.961,1
408678757,VDST57AcNi1ZH5gHgvpSRmJf7Uhkuz2mASRU2NvGfBLWLng8AkoC1u7udgDuXiyeCaZtJVoHSRqoPqTEBmunGd2,3iWLzVb2BVzZGDBnJeMQGrU47aLvBBTq5EUcD9E5rbHawVaoG4A4VL9Qd2r3geDhhqjKtbdN117eywfTDuPVvPAa,BjncpJtTkSrF2NsaLGBaHgRD5LycowmuNGxNDugKfRXN,BjncpJtTkSrF2NsaLGBaHgRD5LycowmuNGxNDugKfRXN,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,2.476,0.0001,0.0001,2.476,1
408678773,2RUwxd8h5gUjsQLFYx3dkZdjs7RipPi7seLwRuyUGQVDuVdQBScF9xRj8R1PXxnuN9JXX8tcnAxg7gPBhXdrUSYy,3dh2j3879nBKdUxCa2UJ4oeM61CxcjA64wtceZfRXap97hRQjVMPQpwZEbWfP8a6Xx84YJiou7CLg11bh9cfcHgx,2NonX3APHkayJ2xueA4YHkQdL4z2RMJbGSxjTqzTycDt,2NonX3APHkayJ2xueA4YHkQdL4z2RMJbGSxjTqzTycDt,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,2.476,0.0001,0.0001,2.476,3
408678895,3t97ETpb3LzERyWbLyFgZwirkCNQSz6uqMyfWToh7hPsN3N7tnc19zoCM3Gq5dZWjMMkkdi86go7LsvoJW18ctnA,45GgymbcXLXTz1X9smUooGeEVshYcK1UqavJK7qcxbjh8yHtCWzschsM6U74bRDbu7zfFWp6oEEuqnTPTbQwVnEX,HdXn9ZmzYb8DJCetvNXi25aXs5Ev7t6Df8WyjcD3rmDx,HdXn9ZmzYb8DJCetvNXi25aXs5Ev7t6Df8WyjcD3rmDx,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,3.874,0.000092,0.000092,3.874,1
408678959,5Zoya5mPvbcxPVuumdhWf6PKErhfv779sNZkF91mCMJqi1vjVvLR4TdbvAbWeQsQVhhwYGwot7T6xfzFNRfgJiuW,3iMcpBpYQFmf9bmzgwtHMizU4E5tQePTmE88bW5qXAwmp4aNuTFasZkn7kpZQqspstijJeQj7dZF5ou3zQzTK4BB,FbNkgoFBVkc5ffmDPpBcnvZD7ZEEamNg1kxmW4ji6N3C,FbNkgoFBVkc5ffmDPpBcnvZD7ZEEamNg1kxmW4ji6N3C,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,5.350,0.00008,0.00008,5.350,16
408678977,3jnc1nstaMzt1iwTWZosqf6d3WvRYXkanCGmFFnzLLaKspt7vPvNhHPE95rBA4WdXBwqUxfqFBtudzNzn2JahcsR,3iY5z6rTG3HvGwjTooKFE7iiCQDsJ4cctX6wzmEV84tURDaTeCd4Z2PJF8HkhkTf6hyAuRhW9CFwZe78AVzgdbgs,4XKERwkA6vvbPPVZMdzZb1vB6tQRTZLHuQoARiBJr75H,4XKERwkA6vvbPPVZMdzZb1vB6tQRTZLHuQoARiBJr75H,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,6.714,0.0001,0.0001,6.714,5
408679081,dKFaVoHEzXWyj8kezQ7zkhXXbqgfQcmQFFTv5k3Lztx21s2u6SDAEMGwws2yGyRAyV52Lgmw6qy4kLw84AepKcJ,5iBSVXhLxnv69xiyYzhatJJa6HWGUQxu8FyH7aT81u9NNYw7SCkRNKDhamQDWbbr2K6T9qC97F6BuW1oLbweE4oL,7qvLrGK7iL3LZLgv8EVKgNr3QSahgivkQ6QkCMNh9pWA,7qvLrGK7iL3LZLgv8EVKgNr3QSahgivkQ6QkCMNh9pWA,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,0.000099,"1,410.562","1,410.562",0.000115,4
408679103,62i673DdfRtWT53QZNnNPXroHoUkvUN9wCs9Cw2UFWfME5izhUxU8c6FStnsWLjM74En2g63VCX8Yh6X9Kvy8BZa,2K7ytwjSBHhcGcp9M9U73sQNdcZQj3Xsb9JqaAGBjqu4BPWsrSs54FrNgyb9e7Dj7j7RUZSK6miAnFsqyptz7Rsx,GuMeCUwg8FpxSJsdRYNZ9EWtNj4LuzwpxvDtB1bPoq2H,GuMeCUwg8FpxSJsdRYNZ9EWtNj4LuzwpxvDtB1bPoq2H,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,"605,341.10",0.458,0.441,"618,937.88",6
408679119,5tKj2d1MgyPEmEMYRx2p8vxTvCe9cDeBJTavA2qmuE1D4EhrHo16ddewXJ3YLgg6Mqh48EgWVT95ny89EMgBXXH3,5RuLsAyTVRvm2xmZAG2hUwmo5QDKcC2ubJmZVKkBz8Hk2xqqK1AeFD2Hb4Pf49JiVh5vKQfMVwssikJkme8kPw8X,EqS3FuQ1EQs4V5tfmAKw4JmBDwvVJRyJu3x9vCy1vvtA,EqS3FuQ1EQs4V5tfmAKw4JmBDwvVJRyJu3x9vCy1vvtA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.584,"2,585,882.5","2,585,882.5",1.686,6
