attacker,bot_type,categories,sandwich_count,usd_profit_net,usd_avg_profit,sol_profit_net,fee_sol_total,win_rate,sol_win_rate,mean_slippage_consumption,slippage_coverage,front_gap_median,front_gap_eq1_ratio,in_block_count,cross_block_count,cross_leader_count,multi_split_count,jito_bundle_count,first_slot,last_slot,expert_verdict,n_signing_keys
F8LoqWUjjbD3xqHfrYAffPZMCoNjwbB1jQC3k6MWgfbs,Signal Bot,standard,1399,23328.92895293995,16.67543170331662,291.6116119117494,1.54299,0.8614718614718615,0.8614718614718615,0.9731973342663977,0.8227305218012866,51.0,0.045746962115797,914,485,110,0,0,408675152,409873785,yes,1
DULT2qC5mH15gxTKbrFgxEVHrNeKbkAkNYoq4gU5knL8,Signal Bot,standard,5453,23278.636960360807,4.268959647966406,288.8900517550102,3.73923795,0.9366438356164384,0.9385930820054411,0.9496797500210541,0.9262791124151843,51.0,0.043829084907390424,916,4537,2654,0,0,408789262,421877453,yes,1
BALDEraP3A73eyUjMTgD3wkyhAuoE47WkdU9mQpDXTCK,Signal Bot,standard,3139,22935.35766611998,7.306580970410953,286.13890476399973,13.127586,0.9005218525766471,0.9018506278916061,0.9527995719063641,0.9146224912392482,54.0,0.05511309334182861,342,2797,1731,0,0,408746703,421622944,yes,1
2dAHGmJ1LqMZjXHU5Gf6uL2NKk7QfjFmnVnhvMTAUZAX,Signal Bot,standard,5813,22059.599905908613,3.794873543077346,275.7449988238577,0.0767316,0.9593908629441624,0.9593908629441624,0.9471881374923677,0.9406502666437295,41.0,0.05367280233958369,0,5813,4212,0,0,408677006,420863259,yes,1
6cLLbTznubDDA284PfnEZYzxKiNgzMcf1RFjY8ehE5zK,Signal Bot,standard,6418,20724.98668109592,3.229197052211892,258.3814474129267,10.65175616,0.9114087461675004,0.9112368633791431,0.9625069660523037,0.9242754752259271,62.0,0.04596447491430352,84,6334,4776,0,0,411406579,428108426,yes,1
6XzmFvaNivoYZATpfjLmU9yWFU8p1XTiDnjFJQ4JHFGd,Signal Bot,standard,2942,20653.413728538526,7.020195013099431,258.1676716067316,1.793348668,0.9420485175202157,0.9420485175202157,0.9317010219408217,0.9214819850441877,17.0,0.15091774303195105,1,2941,2109,0,0,415783640,428089689,yes,1
BhBc8kbkgzXHmv79mPHCCVfpdZwanYabPR939g8foje6,Signal Bot,standard,6422,20640.501053953758,3.2140300613444035,258.00626317442203,0.08477040000000001,0.9472184986595175,0.9472184986595175,0.9474788772622869,0.936624104640299,57.0,0.055901588290252255,0,6422,4770,0,0,408673456,428089342,yes,1
912iwi9rQV6mc6RxGa77QDjcQjLgoKvEVahBFeqdpSgN,Signal Bot,standard,4202,19624.01786274575,4.670161319073239,245.30022328432187,2.21045421,0.9214263174502998,0.9214263174502998,0.916981245486618,0.8943360304616849,33.0,0.09447881960970966,2,4200,2923,0,0,414743651,428096928,yes,1
DULTfcZFLLnBsaUP5k3jC1YMqQZhu762DjKtVaHf2cNV,Signal Bot,standard,4451,18959.12340423988,4.259519973992334,236.0278444859983,3.137747992,0.9162230965054385,0.9167249825052485,0.9589266635328855,0.9375421253650865,37.0,0.053920467310716695,710,3741,2176,0,0,408766413,428002657,yes,1
JBzU99LYekSFhThpv4xHWDo4aC9eM1QKHULhio3owv7T,Signal Bot,standard,1920,18070.411752799846,9.411672787916586,225.88014690999807,2.049731908,0.8524159663865546,0.8524159663865546,0.9643699349144517,0.946875,21.0,0.05364583333333333,154,1766,1117,0,0,408700994,423346913,yes,1
2heabgWobxiYtvvg7WkSSMvwLjpBixxXvspQyXfCmKkc,Signal Bot,standard,700,17929.938453235925,25.614197790337037,224.1242306654491,28.939628429,0.9940298507462687,0.9940298507462687,0.9711011488150104,0.8857142857142857,20.0,0.07571428571428572,0,700,490,0,0,408674064,414768009,yes,1
9QwvmJ6KFkmvraqycNGEZe8yAab2bbmU6pFG8WDRjnSh,Signal Bot,standard,2345,17871.24821900012,7.621001372707941,218.84430876900134,1.903478985,0.9776119402985075,0.9771300448430493,0.9589831467587234,0.9147121535181236,63.0,0.05287846481876333,315,2030,1276,0,0,408673674,427854217,yes,1
61nUtgxC6Nvkg2MxoLPTjGaudMB6bFMbmj3CctfP1TMh,Signal Bot,standard,5022,17827.515839565745,3.5498836797223707,222.32567504457182,1.8320486,0.9728356890459364,0.9727514399645547,0.9621222786623693,0.927120669056153,50.0,0.08064516129032258,35,4987,3482,0,0,409854424,428063673,yes,1
3fZftz6m8d37X5pBhnF4rHhgrG5hW8rsCKgdhtuPBf6u,Signal Bot,standard,1390,17547.191713373843,12.623878930484778,219.44530732517285,10.634403897,0.904833836858006,0.906888720666162,0.9684268028361276,0.9100719424460432,15.0,0.1539568345323741,50,1340,1015,0,0,418832914,428089108,yes,1
C86oRMyUqzsXKXEAsCUbrhJuYuMbqXxE886s9MpUFF88,Signal Bot,standard,2538,16212.855100719997,6.388043774909376,197.86648106699928,3.618455487,0.9522494080505131,0.9543065103113627,0.975155639192927,0.9527186761229315,15.0,0.12174940898345153,852,1686,894,0,0,424076594,428102323,yes,1
sexdaHGyH9bgk6k69hFjxr7Jc2wexodLk2NCx3oP1ei,Signal Bot,standard,2554,15980.208243793706,6.256933533200355,198.00895247242133,2.12506,0.976592977893368,0.9780316344463972,0.9527748112182061,0.8915426781519186,52.0,0.04150352388410337,193,2361,1481,0,0,408766690,420569827,yes,1
hnu69n6P5CgYXCtUKii9wgamqtDeTVHY3TVJ6HKt7wC,Signal Bot,multi-split,116,15622.089841807405,134.67318829144315,195.27612302259257,8.429504419,0.9913793103448276,0.9913793103448276,0.9768399859173822,0.9482758620689655,8.0,0.1896551724137931,32,84,29,116,0,409214698,428052141,yes,1
DLawrPmAHdj3KbibEfE8DqbiVD4Zf5Wdt9JQJwD4BT8Q,Signal Bot,standard,3989,15483.464184560127,3.881540281915299,192.78711703200173,2.411357,0.9810012836970475,0.9809179989685405,0.9697845415864411,0.9388317874153923,30.0,0.08448232639759339,64,3925,2549,0,0,408766987,428062849,yes,1
4G9RznKvrtBWn2sRETcAsnSRkectXiDsFP5imBbSiFM2,Signal Bot,standard,3796,15218.646558626207,4.009127122925766,190.2330819828276,2.2110499999999997,0.9236804564907275,0.9236804564907275,0.9344416040122256,0.8695995785036881,52.0,0.10273972602739725,1,3795,2542,0,0,416053540,428089689,yes,1
GrehxZss67nnc7AzrFRLc5vsuRqNHKLjDuvzjeh52xVu,Signal Bot,standard,2551,15118.31710686,5.926427717310859,189.06257240334565,2.485998,0.9618834080717489,0.9626630679262258,0.952402446086344,0.9051352410819287,70.0,0.03528028224225794,201,2350,1510,0,0,408734422,420497480,yes,1
kapRxcwXvkdCLgbc6WuxQtkTYYovs7buJ3hbMp4Xri2,Signal Bot,standard,1334,14905.4586857062,11.173507260649325,182.68609949000168,7.89774,0.9810576164167324,0.9845276872964169,0.9611186347230795,0.9332833583208395,28.0,0.04572713643178411,231,1103,623,0,0,408672504,412411583,yes,1
CX7HYiparsQFRaD1F3torvumBCoTYNA7jyPzn8PkHPuQ,Signal Bot,standard,4109,14847.31298591171,3.6133640754226604,185.59141232389638,3.116649594,0.9427016645326505,0.9427016645326505,0.9317537472193066,0.8982720856656121,40.0,0.11803358481382331,2,4107,2819,0,0,416688582,428096927,yes,1
Gf8wub9hxjDTccJ6n1sjG2ooXP1Bi6qWcaMa3WJzhto3,Signal Bot,standard,1373,14742.60345449629,10.737511620172096,184.2825431812036,0.198977818,0.9808917197452229,0.9808917197452229,0.9655852796323074,0.8565185724690458,49.0,0.04224326292789512,153,1220,618,0,0,408810025,428019665,yes,1
AqvA7Ckc4jyV6JkKwC4pVme82PmzEebyrtyULdxeHbQz,Signal Bot,standard,3831,14484.323568693813,3.7808205608702203,179.06887133367286,2.9811676,0.9750225699668974,0.9750684098510185,0.9567574530486382,0.8762725137039937,66.0,0.06238580005220569,34,3797,2641,0,0,410531968,427553796,yes,1
CoBYjRwyykXMWDCZULNP85pgN7HJQsk9VUer8FxXg37P,Signal Bot,standard,4352,14458.083082076946,3.3221698258448864,180.70577496900125,0.0574464,0.9307851239669421,0.9307672436063033,0.9501623681494272,0.9312959558823529,62.0,0.04388786764705882,0,4352,3314,0,0,408677105,425205093,yes,1
GeaRhnwwEWR3E5LcdEXQ1KAva5UHfiNBPTwgLnrB4BVa,Signal Bot,standard,3295,14230.46804046412,4.318806689063466,177.8808505058015,2.85184,0.9686318972033258,0.9686318972033258,0.9407002389249506,0.9371775417298938,59.0,0.0779969650986343,8,3287,2551,0,0,408696651,427427865,yes,1
DULTRZBKB4nmRbUxKRHuSXxsw4gQFzLGeCoRRCqxcnoL,Signal Bot,standard,1890,13133.536710188519,6.948961222321968,162.92773892035632,3.093262519,0.9505280711506392,0.9528676888131743,0.9664394872628139,0.9153439153439153,37.0,0.059788359788359786,288,1602,993,0,0,408710221,426747562,yes,1
FAMEcanszfKG6WrXstFZjhpcsRkBA6Y59K2m3Qsjv5sa,Signal Bot,standard,1787,13096.34590655993,7.328677060190224,162.7382140069992,2.49503,0.9607602697731453,0.9606396063960639,0.9538038514938871,0.9182988248461108,47.0,0.04141018466703973,124,1663,1087,0,0,408733473,427626854,yes,1
ron7XERDF3HNTxsPtoPiXEZ8psVaqSkAs3Twj1yxV5x,Signal Bot,standard,2358,12638.843634987463,5.359984578026914,157.98554543734326,2.093212764,0.9323204419889503,0.9323204419889503,0.9053763746971215,0.8918575063613231,22.0,0.1255301102629347,1,2357,1543,0,0,421266876,428089184,yes,1
DKvJD5BYRE1nNVULwst1T8hTvEgs8HP7TnGeM2G9dwqQ,Signal Bot,standard,3423,12619.672848604618,3.686728848555249,156.96061402255773,2.393863247,0.9339993944898577,0.9353049907578558,0.9480680014990766,0.9103125912941864,48.0,0.05229330996202162,583,2840,1631,0,0,408789991,427408117,yes,1
3sLowLGsvTVTaCa7kq7h5fgdBnA2f2ZxyqqADCDzWqay,Signal Bot,standard,6533,11919.474635113223,1.8245024697861967,148.9934329389153,0.08623560000000001,0.8694102975236059,0.8694102975236059,0.9400547713896907,0.9415276289606612,67.0,0.03750191336292668,0,6533,4445,0,0,408672814,427396311,yes,1
AdmuNy6KJgYa8GoJXDqCknBte57WQEf8khQG9iu9cY5,Signal Bot,standard,964,11616.518190239758,12.05033007286282,145.20647737799698,4.6783399999999995,0.9849537037037037,0.9849537037037037,0.9533458042477596,0.9004149377593361,36.5,0.06431535269709543,134,830,495,0,0,413260424,426764587,yes,1
7muomhBk1zZva1nu4gggB3uQ6boj9o1e3rXq9Q6DQq8h,Signal Bot,standard,2897,11140.648091239986,3.845580977300651,138.34125938699972,2.110241096,0.9584517045454546,0.959396334890406,0.958468898255856,0.9161201242664826,36.0,0.07179841215050052,569,2328,1327,0,0,408817718,428028866,yes,1
DULT2ijn8FaUagyqTCbuidDiADUxXK9aJV1Ghi6EfhE5,Signal Bot,standard,2041,10802.67081624017,5.292832345046629,136.05907611400215,2.693116987,0.9575636545182227,0.960261569416499,0.9542288816999902,0.9171974522292994,43.0,0.050955414012738856,423,1618,957,0,0,408695777,428015693,yes,1
9ovvtwEMhojiW4QsaqzAZDYGKB78SBiq7hwfkMbbcGpS,Signal Bot,standard,435,10592.308127202805,24.350133625753575,132.40385159003506,0.535656887,0.9353348729792148,0.9353348729792148,0.9821064986507584,0.9632183908045977,24.0,0.029885057471264367,266,169,43,0,0,415669409,418957202,yes,1
7FqMNbijKbmhu86QG2G9m7YkqGdWdTBY8aapY5rN4guh,Signal Bot,standard,2660,10485.682049993204,3.9419857330801515,131.07102562491505,1.615736785,0.8792134831460674,0.8792134831460674,0.9440990689502298,0.9338345864661655,34.0,0.0943609022556391,0,2660,1725,0,0,416651126,425869902,yes,1
Magic1wMPxMJbUNH9s6LWmyfBWpLufrMGDiqozyCPLH,Signal Bot,standard,1098,10452.480543238362,9.519563336282662,130.65600679047952,0.244049089,0.9794816414686826,0.9794816414686826,0.9599901222390248,0.9107468123861566,73.5,0.022768670309653915,198,900,444,0,0,408780935,421494795,yes,1
BRDG6WL3UzDGKgaz6jxrvsrSXDsqhKNFy9bfHparH435,Signal Bot,standard,985,10241.182460159827,10.397139553461754,127.7250745269977,3.77375,0.9713656387665198,0.9712389380530974,0.9602727968210746,0.8984771573604061,29.0,0.05888324873096447,114,871,524,0,0,409075322,427564925,yes,1
CN4AG1iqQeLaZrQB2qsfJaAQgUBHeSXUK6UvC31n77UJ,Signal Bot,standard,2975,9884.25014016001,3.322437021902524,123.55312675200011,1.422215547,0.9498151082937136,0.9498151082937136,0.9273568330682562,0.8349579831932773,70.0,0.06621848739495799,0,2975,2359,0,0,408682845,428090108,yes,1
DULTBS7c4FiFvSi1UsdjPLWUqoiyF7eiJZKJFGHvVtAK,Signal Bot,standard,2045,9801.198967813285,4.7927623314490395,120.90328724916604,2.75633542,0.9231573444851019,0.9242666666666667,0.957189998950487,0.921760391198044,38.0,0.04352078239608802,483,1562,830,0,0,408780949,421482368,yes,1
555CVoLLYrmo6KREkqrtpCeBBk2WjmYpYMjbQWvygCqF,Signal Bot,standard,864,9570.585480960028,11.07706652888892,115.66515438800033,1.89524135,0.9678188319427891,0.9681762545899633,0.9651385372454965,0.9409722222222222,10.0,0.14467592592592593,0,864,539,0,0,422358043,428107467,yes,1
7zLgvikci5MKekYBiX22WjJfHyu29FAHTgDsP35Sbura,Signal Bot,standard,3684,9529.671635967343,2.5867729739325034,118.79375475159178,2.532953524,0.9703247480403135,0.9704724409448819,0.9621648598700566,0.9128664495114006,44.5,0.07193268186753529,666,3018,1771,0,0,408817836,428026415,yes,1
6KB3A3mMTvg4BcNFYZjM1tzqUCxjmqfpnydcPqESeT2V,Signal Bot,standard,1619,8867.282487960149,5.477012037035299,109.06491922400205,2.238099389,0.9759271307742355,0.9753661784287616,0.9711544493887867,0.9302038295243977,35.0,0.07844348363187152,251,1368,869,0,0,408738476,425620875,yes,1
FJwDHKZvdWw3grZCraEpFYG39atTzmqeMYj8PdVNbvjw,Signal Bot,standard,1425,8832.859241040034,6.198497713010551,110.41074051300043,0.168980507,0.8702397743300423,0.8702397743300423,0.9558768139160227,0.9473684210526315,22.0,0.06456140350877193,58,1367,946,0,0,408678025,428109389,yes,1
maNkAEpHDsF2NBMXSjPwZLXaHxQChTYM7AJxfpbYQn5,Signal Bot,standard,809,8708.708720319963,10.764782101755207,108.39232470399948,4.31949,0.9662337662337662,0.9693741677762983,0.9582435007315239,0.934487021013597,61.0,0.04697156983930779,116,693,414,0,0,408674064,413185410,yes,1
FdHEV7sRsHJch6LmnEBtzLtU28zK3Dogb9tbhXLNyyGT,Signal Bot,standard,214,8172.04822856895,38.1871412549951,102.15060285711188,1.045144631,0.9855072463768116,0.9855072463768116,0.9750222061256918,0.9112149532710281,14.0,0.10747663551401869,0,214,151,0,0,408691468,428077224,yes,1
5tsotCtehNwUo6Phy9D34qmoHuKMu7gMJdBLsLzApFM6,Signal Bot,standard,2218,8002.961868400053,3.6081883987376253,100.03702335500067,1.418365,0.955820895522388,0.955820895522388,0.92549515737206,0.8926961226330027,25.0,0.12894499549143373,0,2218,1636,0,0,416700199,428089108,yes,1
CFGu6QkwnCBkVjDUPosktxwd9auZt2Zcmu13Sriv6vT8,Signal Bot,standard,2887,7786.469481049956,2.6970798341011277,97.32327142300227,0.0381084,0.9378306878306878,0.9386042402826855,0.9443494624697083,0.9206789054381711,47.0,0.058538275025978526,0,2887,2178,0,0,408677715,422164546,yes,1
4kPDHN5NPGPJn17Txk1K6HH2rhyqm1XKf18PFVXPbyf4,Signal Bot,standard,2371,7694.867042560054,3.2454099715563283,96.18583803200067,0.9528347,0.9643478260869566,0.9643478260869566,0.9700552284606276,0.9380008435259384,38.0,0.0776043863348798,23,2348,1630,0,0,409016135,427759962,yes,1
LUXrU5tGWemJxvqDeqSXANqLc8F31vVLgeYNzFrozdc,Signal Bot,standard,1296,7023.885452961922,5.419664701359507,86.89170321900056,1.93276,0.9048374306106265,0.9046474358974359,0.9493096454364047,0.9058641975308642,50.5,0.041666666666666664,131,1165,711,0,0,408676140,421093881,yes,1
SPBZaFZZfgeErEvwkBu4LJJiSrF3RKBzvgYrerRY8eC,Signal Bot,standard,1494,6501.591700040064,4.351801673386924,81.24962216300084,0.73242,0.9606240713224369,0.9605947955390335,0.9536287520214224,0.8995983935742972,71.0,0.0428380187416332,143,1351,877,0,0,408757712,420503650,yes,1
6wpAo54SVYZFaocEiSjBSFkzrnduAA5gxDmwdK7g6K5g,Signal Bot,standard,1363,6099.389166195116,4.474973709607569,76.24299061199996,0.38588,0.8995398773006135,0.9002302379125096,0.9608134553591919,0.9200293470286134,72.0,0.07776962582538519,0,1363,937,0,0,408689101,422451452,yes,1
5KtyXDnvWshYggF69yij7pUv1KtD6SyFt4zoVDvuHmwM,Signal Bot,standard,2188,5896.75439167997,2.6950431406215585,73.70942989599962,0.0288816,0.9499742135121196,0.9499742135121196,0.9532635799520455,0.9259597806215722,65.0,0.04753199268738574,0,2188,1669,0,0,409135206,426574319,yes,1
7NBMEiAMXTSwAapRaajXE6L7qGodGszjsKsGt4Ea7fzJ,Signal Bot,standard,206,5824.828506080005,28.27586653436896,72.81035632600008,4.82958,0.8731707317073171,0.8731707317073171,0.9363090126269261,0.9951456310679612,54.0,0.043689320388349516,56,150,72,0,0,408762914,424112560,yes,1
BSHdFzWq6BfXpTx49LcCuvF4FVZakEZTibkKgjBcJqLD,Signal Bot,standard,494,5589.557520899961,11.31489376700397,69.8694690112495,8.420536331,0.9053763440860215,0.9053763440860215,0.9799416916012086,0.9109311740890689,17.0,0.09919028340080972,0,494,426,0,0,418809349,428049993,yes,1
CqF3gUDojKuVdd6zBk2GZBTG84aAQ2b7tYeeyS18Sd2Z,Signal Bot,standard,144,4911.1955583600475,34.10552471083366,61.38994447950059,5.963459838,0.9703703703703703,0.9703703703703703,0.9738196973993143,0.9097222222222222,10.0,0.1111111111111111,0,144,125,0,0,408683832,418733025,yes,1
HJzopmmEpWb2tVsxcmQShEXA633KGQ269yJ2NYu7biLb,Signal Bot,standard,620,4897.053109440001,7.898472757161293,61.21316386800002,0.653160063,0.9267100977198697,0.9267100977198697,0.9708178452394469,0.9467741935483871,18.0,0.1,93,527,319,0,0,423374447,428109957,yes,1
GijFWw4oNyh9ko3FaZforNsi3jk6wDovARpkKahPD4o5,Signal Bot,standard,118,4860.427302920041,41.190061889152894,60.889526627000535,0.43467826400000004,0.905982905982906,0.9130434782608695,0.9486085652455221,0.8220338983050848,36.5,0.11864406779661017,0,118,83,0,0,408792810,428078329,yes,1
8cKTsKRe8TN5QrQJE1pjzU3Ry6iFKF3ua1yf4BBHAv9g,Signal Bot,standard,188,4719.970131051319,25.106224101336803,58.8757040901415,0.608077673,0.8770949720670391,0.8764044943820225,0.9215584122089426,0.5957446808510638,57.5,0.031914893617021274,57,131,49,0,0,424352167,425023071,yes,1
dipBSrUxqFrEeqcNcjjNPTdexP5dYvV74GBVGgXUrjC,Signal Bot,standard,576,4471.637379359891,7.763259339166478,55.895467241998645,1.0524795040000001,0.8989547038327527,0.8989547038327527,0.9747743505102275,0.9496527777777778,19.0,0.036458333333333336,19,557,464,0,0,408686620,418231396,yes,1
DULTc1MzmAEN2o8p4kWhdZ3X3MjDvqb7Dxfmcn1ctpmM,Signal Bot,standard,619,4379.4286335599545,7.0750058700483915,54.1760585039995,0.4454801,0.8977272727272727,0.8985024958402662,0.9548186414879251,0.9224555735056543,57.0,0.051696284329563816,80,539,355,0,0,408809987,426940152,yes,1
47E7NG9r3rsAoBRmc9f6tSR7VE5UVLiz7D3KmjLiTdKn,Signal Bot,standard,467,4122.853635720028,8.82838037627415,48.889517663000184,0.489893276,0.98,0.9792147806004619,0.9633654081787523,0.8886509635974305,36.0,0.07922912205567452,57,410,244,0,0,408674065,427854444,yes,1
NEgLdW6kFfGqF9Jf31YhYc88UMruYy5htN6t894hP6s,Signal Bot,standard,901,3997.78969650821,4.437058486690577,49.17997462099931,2.35546,0.8823529411764706,0.8817451205510907,0.9562061025413157,0.9145394006659268,32.0,0.06548279689234185,108,793,479,0,0,409881162,420539757,yes,1
BRAywUXHzo6f7V8gmvBT7aABknQXEJBqMqyCQVGynB9w,Signal Bot,standard,632,3970.218900200072,6.281991930696316,47.277949995000846,0.501810634,0.9243421052631579,0.9232111692844677,0.9569284761927869,0.8670886075949367,51.0,0.056962025316455694,67,565,356,0,0,408749347,426696963,yes,1
