attacker,bot_type,categories,sandwich_count,usd_profit_net,usd_avg_profit,sol_profit_net,fee_sol_total,win_rate,sol_win_rate,mean_slippage_consumption,slippage_coverage,front_gap_median,front_gap_eq1_ratio,in_block_count,cross_block_count,cross_leader_count,multi_split_count,jito_bundle_count,first_slot,last_slot,expert_verdict,n_signing_keys
DPwH9aWrYGSBqMiPNLMW4Hti1k1xgq64t781eycfLCp5,Signal Bot,standard,5643,36158.360633875716,6.407648526293765,451.9795079234464,1.10795045,0.9133179044813802,0.9133179044813802,0.9550777575954733,0.8782562466772993,74.0,0.03083466241360978,662,4981,2541,0,0,408781214,428089212,yes,1
RTYizu6bjvFTBfiS56cEoqkKRqk5xa5VBKsHQUeUNDs,Signal Bot,standard,2403,34693.01726048023,14.437377137112039,430.9697283560029,17.417830011,0.9803836094158674,0.980625275209159,0.9603839519089403,0.8997086974615065,33.0,0.066167290886392,364,2039,1149,0,0,408673456,428051368,yes,1
hnu5iBK8UoHb51UFsH1RYTUAYdrhjHvV5YMTf9T1CYN,Signal Bot,standard,1127,34566.159008648705,30.67094854361021,429.10703264160884,33.627335192,0.941972920696325,0.9418604651162791,0.9620135866319909,0.9077196095829636,9.0,0.1774622892635315,0,1127,661,0,0,408683873,428043376,yes,1
7FovysP3MGZjFb2MRPtQPn27Ntejdjot2u2WAyL1fUaA,Signal Bot,standard,1173,31814.603374720107,27.12242401936923,397.48855673400135,36.28105407,0.8632478632478633,0.863130881094953,0.9515422922999367,0.959079283887468,33.0,0.04092071611253197,429,744,326,0,0,410193712,421570693,yes,1
MeskxyRYaBhYERcNP2zLVTqFVR43TMX4MihyH7AU4XN,Signal Bot,standard,3152,31456.950667319972,9.979997039124356,387.09382247899987,13.282253316,0.9191489361702128,0.9191885600266045,0.9544216672584268,0.9006979695431472,44.5,0.04949238578680203,349,2803,1735,0,0,408672080,425351535,yes,1
undwZZbXFTXAizTeeNpmygJDa4pWopEr1UCDSWpyo4y,Signal Bot,standard,2531,29075.023264312462,11.487563518100538,363.4377908039058,20.24131,0.9768421052631578,0.9768421052631578,0.960859002275532,0.9004346108257606,20.0,0.0766495456341367,425,2106,1201,0,0,412423574,428051368,yes,1
AYo5yYa5h2i2iCrsdLNFbtS8DAvwWtiAj3KPurx2DKch,Signal Bot,standard,4756,26536.49347473822,5.579582311761611,331.7061684342278,14.004799488,0.9493639921722113,0.9493639921722113,0.9483780149695689,0.9028595458368377,26.0,0.063919259882254,550,4206,2520,0,0,408713711,428110857,yes,1
zzzCaz9jTFBka6vypB26BeyKK9BTqyFYyFzqZtM6sUa,Signal Bot,standard,5354,25059.48122786935,4.680515731764914,313.2435153483669,19.122351471,0.8922237380627558,0.8922237380627558,0.9640642818398839,0.9391109450877848,15.0,0.08050056032872618,854,4500,2583,0,0,409876157,427874569,yes,1
DDm1Bc9KuXB7Q2UbxyMRLGmbcV2J93xmiWDPt7Edhqbs,Signal Bot,standard,1410,24723.57290329536,17.53444886758536,309.044661291192,1.5681,0.8560171919770774,0.8560171919770774,0.9765931785542395,0.8106382978723404,55.0,0.04680851063829787,915,495,115,0,0,408675436,409873608,yes,1
4hASKAobJourFvMS5SktVhB8B4mnPXUzekdS3ihm1VGg,Signal Bot,standard,1439,23584.828716292894,16.38973503564482,294.8103589536612,1.58739,0.8606442577030813,0.8606442577030813,0.9738731372233442,0.8297428769979153,44.0,0.05072967338429465,963,476,98,0,0,408672404,409871020,yes,1
