front_signer,epoch,n,victims,usd,fee_sol,usd_net
D3Usprq832i9qfCQsY3qwo2Go8qt42PbqsVCoxmUL77Q,978,1,1,11.091719599999976,0.000157,11.079159599999976
D4qsD9mxQHE9Y6cSVWJuRijWGHPApacdHP5aVvGaHVSJ,965,1,1,9.612726559999665,0.000157,9.600166559999664
4Yu45opTPEQ6fAZoyThoqPFo1dWZ2p9WM4K46MaV6E1r,961,1,1,1039.577732484378,1e-05,1039.576932484378
4cPu7sAbNJAXsWpEqZADHh2zPjKhrUiW6p9DXFr7r2cC,967,1,1,11.154013440000305,0.000157,11.141453440000305
4hxgc5Pvbq4WV9GdYiEA9h9qVDXNb1ejrkd8TXPNTkXW,967,1,1,11.62729800000001,0.000157,11.61473800000001
4kg3FEn8VMVjUDbddfS7W95nzL6Px1RWVXSHXh4iHetH,974,1,1,15.83646759999997,0.000157,15.82390759999997
4oBwTuCDMLKEtgU1gLTRMM4UUqCsJ3eot7SApWdVb7uU,973,1,2,3.416148326221495,1e-05,3.415348326221495
4qcGcMGeNQBh1bMBBqLBJtgjpg4ETEGesZ9LjrjM42Zg,984,1,1,15.146276480000296,0.000157,15.133716480000295
4uyktb3VWtG6u5XNe1yyA3fvaEEJDWhpJRTeEQhLcWgw,968,1,1,9.82066279999998,0.000157,9.808102799999979
4w4ex1asYoisptkgXy7X59QcDP6SiPqKFC4C2vS74F26,962,1,1,10.042021520000404,0.000157,10.029461520000403
51m1QAgN1fcGy7LYcZCSD3wJcynPdeEBchvH5ysWTJes,962,1,1,10.561688320000009,0.000157,10.549128320000008
5D6yEhCUKGdzEkSzmZqLmGx3Y9c5KQd1sKXsDze7MomC,976,1,1,13.367808079999683,0.000157,13.355248079999683
5DwRCz5X2R9s1Ri4VMg9yjNcuyxA9a786uszGMTJv8mq,956,1,1,63.45107495999997,0.00021,63.43427495999997
5Ehe1HdpmVFniQCKK73pViEEa2PGU2jYT81xbwQVXZm,973,1,3,3.8077996621670707,1e-05,3.8069996621670708
5HjUoUbmv3futAqU8ccbRBDaTAPoxWZfJ67VYGnfbwkz,987,1,1,19.554862560000004,0.000157,19.542302560000003
5L1Cyxrz6GjZ8zMVykP323dgx3ARikVbcHbKBynNiTj9,977,1,1,13.049250560000019,0.000157,13.036690560000018
5VDRG9kJMyqGbo1VV9wfTt33dwnXo8yAxwC19cgtBcHc,963,1,1,11.815426720000346,0.000157,11.802866720000345
DDZVJ54KGHVeddYtueMSeUEjtngLsY2BzoGEofsCqEnf,969,1,1,10.052462079999707,0.000157,10.039902079999706
DFiVAG7LjfqSVi4CDPhEYvkyXpXGeYRgpuurvhC2AmPy,959,1,1,13.839033520000008,0.000157,13.826473520000008
DUT31Pma1fD1mQJwnSJADTcw7L9ZKDf2GdjjN98ePATf,969,1,1,12.283164320000033,0.000157,12.270604320000032
DX7xAkSvR1Q4R4wjaTETJrfTrw9XCG6mP8gx4viju3Jc,969,1,1,12.92691352000002,0.000157,12.91435352000002
DfuZPCoE5tEJbg8k3Pwjr8XBD43Bu6Umj8KQc4gMQoXk,979,1,1,12.406492640000302,0.000157,12.393932640000301
DivGk8cWxDJKZymEvYaeQRSA46y9dwgo7dCpP6xevoGA,971,1,1,10.541669600000034,0.000157,10.529109600000034
DnTtkArhckKrnZjXCrABaTKnuAhW9sdM2nYAfW5vthHy,986,1,1,17.34033144000005,0.000157,17.32777144000005
Dp2VX3n2WyPeNYYvkrApiFwr7td659Lnyzrz6HP5Wih2,979,1,1,10.853221200000007,0.000157,10.840661200000007
Dp9KijvNFek3bHE7Zw9xBhpZgu8fwVnrzyBtmfbGbMRr,961,1,1,891.8977004286029,1e-05,891.8969004286029
E38SE3SFYFHaWrYvZzYjgxqdhnAawm7kKvmd524Heonh,969,1,1,10.58630432000001,0.000157,10.57374432000001
E61XZ1GqDDcwCqR41L8mtM6qbckYLr98pyBcNZzFvKiW,964,1,1,10.769009439999984,0.000157,10.756449439999983
EAD6K14X1ohACQbXyZpStHsm2C92dLoX6UYw9jLm8dut,981,1,1,12.0532624000003,0.000157,12.0407024000003
EENaQdLGXAa1SBFoecNzk5bQztaRSdwZxyJ21K3ZnajZ,986,1,1,16.321784160000057,0.000157,16.309224160000056
EZ6LLFSeHAKG4Vg68TvRFG5Z14ye3Xzk9KEHo8ziHz2u,971,1,1,13.16118583999998,0.000157,13.14862583999998
EkqDQppSkEo5vhC4tUhgPpo2TpBF8Guq6MiLJ8EgmkL6,971,1,1,11.823187919999967,0.000157,11.810627919999966
EkqDQppSkEo5vhC4tUhgPpo2TpBF8Guq6MiLJ8EgmkL6,978,1,1,10.40932368,0.000157,10.39676368
EtfC7jN7DNffCNkebHb7W5jUz9yMEHpSZJTUqh7aqPMf,982,1,1,10.300257599999973,0.000157,10.287697599999973
EzBhjMSP3xNJSMZjiWGzYfrxkFa7JsZaazKpr3TPs2nA,977,1,1,10.801780880000322,0.000157,10.789220880000322
F5p8j47qg1vZxPxTXv74WpNTiXHHMphVVsSzC8Hkam4d,983,1,1,13.231874480000023,0.000157,13.219314480000023
F6hmFMewFYCqaR9GhVd1FbLgnsw6umh52xKGszkZtP4R,962,1,1,14.077984720000316,0.000157,14.065424720000316
F8x4ytnUrCefGEvsdvov9BMJqvvixHHhWFA7oiXDRDh6,984,1,1,10.662960719999965,0.000157,10.650400719999965
FDkUq8vvBK4zW1pN7bva13TYeQjnEuFhU7kb7NNupTzE,963,1,1,10.785770639999974,0.000157,10.773210639999974
FGpP92vZghi6B6pxHbTbkyc3otjLwH92ysvCEhQuMs2e,974,1,1,45.805261133170134,1e-05,45.804461133170136
FJwJjZJwpGrCEcUrS2Wo68B15Sp8NeBjbAmvUa1DberH,989,1,1,17.550438480000032,0.000157,17.537878480000032
FNcz3fFseJcy7zgSGmFSfBdfStiw8W6mYEgJFc4gpeA9,983,1,1,12.814238079999676,0.000157,12.801678079999675
FNtkTqcpw3j4YbHwdqHDMiJaZPys6KvkoiaKPKGrgNL9,968,1,1,11.469207119999965,0.000157,11.456647119999964
FT3gXM7CjL1rYfoRoBmjgPGb2bqtYv2AwsTHXE7L8evV,948,1,1,19.755802399999993,0.000157,19.743242399999993
FT3gXM7CjL1rYfoRoBmjgPGb2bqtYv2AwsTHXE7L8evV,953,1,1,18.491950720000006,0.000157,18.479390720000005
FT3gXM7CjL1rYfoRoBmjgPGb2bqtYv2AwsTHXE7L8evV,956,1,1,17.558194160000298,0.000157,17.545634160000297
FT3gXM7CjL1rYfoRoBmjgPGb2bqtYv2AwsTHXE7L8evV,957,1,1,17.688935679999993,0.000157,17.676375679999992
FZAiY36BGZwLeg6PsBXrnd6ZPMpseFegdokADLaYbv8K,968,1,1,13.824723520000006,0.000157,13.812163520000006
FfQ6RtQSQEqRF2jDnm9buuxbFpdGKHNeXTAYwja2bNv3,961,1,1,1043.5076740069937,1e-05,1043.5068740069937
Fh58j6JcXQKaAxY1NsoMiFuQUfCdt5GYGBLib6xAG8m7,957,1,1,11.608046320000014,0.000157,11.595486320000013
FhTJWH5GvBioUH8PAPYP5aEcFBDC1gHKZBtPjJcV8HkE,961,1,1,928.2269437885507,1e-05,928.2261437885506
3YCBLqAV3az6LstmfSdmAPe7cFSjUT8W9AwB8FgMvQ4e,973,1,1,0.0,1e-05,0.0
3YFt6H5Ax2UkeSs1ktzTufdeEMcBphjvrenKVUpNnnsS,973,1,1,0.0,1e-05,0.0
3bd6qScvY64uivNoMydcj3XeYAXvcjQmnHtgmBPTunQj,967,1,1,14.012317599999982,0.000157,13.999757599999981
3czzMCoK8JwyvNzn4kVJyz8nYDkgbv3xqokBJGJJKfAT,971,1,1,12.09404055999972,0.000157,12.081480559999719
3iUgSuL3u78qcijRNnWNDjFbAXsrDmwq7eKieMbDUdHf,978,1,1,12.715019120000335,0.000157,12.702459120000334
3v5zvgcCzbxebtudTzo7G2wmZZFC4vo2ERWX7e2vaxby,973,1,1,0.27681110449603025,1e-05,0.2760111044960302
3wuCBjaMvMvZquCvCxdmFfYqmdkfH2LBF5At9p5sVhft,970,1,1,11.666879359999989,0.000157,11.654319359999988
3wuCBjaMvMvZquCvCxdmFfYqmdkfH2LBF5At9p5sVhft,989,1,1,12.413714159999714,0.000157,12.401154159999713
44FtqrUPKcs4Qs3eR4ftDZCgHwUbeTTKeFtSmaq5ivsx,967,1,1,13.217158479999966,0.000157,13.204598479999966
4ANWbv6J5tU5pqxN6h2ZDywZScTNmZuAXtqAqMa9ChfL,973,1,1,12.408765839999667,0.000157,12.396205839999666
4DqWqjtubAuQkmTHUj254e6cBYW8aGSbpPGZRpC2VwCF,964,1,1,11.37850351999969,0.000157,11.36594351999969
4EsAz4JkyXfwL8zVhbjFd2aYRRdR1G3szenbHVGb3djy,980,1,1,9.993640640000017,0.000157,9.981080640000016
Fnzq7C2KyL8Bp1R94CZ3hHCZRm5yf1HTeD8yQa2CShA1,964,1,1,12.421619600000007,0.000157,12.409059600000006
FqFe6ci9Cts7N2Qvxb51tXWfcNU29g8gpcij8cJzj15e,959,1,1,13.133867039999991,0.000157,13.12130703999999
FwzZFoUBV1HmftoSM4U3UToxmHXhesk3LjMUGuVnUsNT,973,1,2,19.280997521417188,1e-05,19.280197521417186
FzANm6y8HUPSnZyfbggT61Dmi57KuCCb9ufciqnPApH9,966,1,1,12.527523679999675,0.000157,12.514963679999674
FzANm6y8HUPSnZyfbggT61Dmi57KuCCb9ufciqnPApH9,970,1,1,11.244679999999718,0.000157,11.232119999999718
G4Amq4FHdVfpa1vJFLaCa3923dWj5isNq2RN92aFoCfs,961,1,1,928.301484130384,1e-05,928.300684130384
GDQuLhygTzTHYZVT25ea37bDQnhkCFKhinvXP9eeNTHR,956,1,1,14.553600719999942,0.000157,14.541040719999941
GExJyoiQHrR3C5eV1e9U1TZY5vDzWZ1kkG8j9wsyExXo,973,1,1,12.772596239999991,0.000157,12.760036239999991
GJ9ibgzXUhvTqmn3nU5t7NcGNyUxpRCzEQHrPPMVLyus,975,1,1,14.405483199999658,0.000157,14.392923199999657
GKeWf6pWywvVpgGXQDWL68upoaqQVn9m8mv5uCnSHhSt,977,1,1,13.857971519999666,0.000157,13.845411519999665
GLcEgroMWmpecgtV8VYoBsGshpwoRq2ZzoRPaeLcAroR,985,1,1,9.877821279999992,0.000157,9.865261279999991
GPgnFXtArEcMGbTScNpLFhoTSbMWqNE8FSHyX6VLmbUd,964,1,1,10.840504479999993,0.000157,10.827944479999992
GbLv5pFKthQzdtWU3qq9dkUmJ2U8zehVHwGwTuf5XFZa,982,1,1,16.159948479999997,0.000157,16.147388479999996
GcX5kANBBdsxXHKDhT3guq9yb3SUysUDMb4ZAZgL3pTS,961,1,1,10.801890880000009,0.000157,10.789330880000009
GdjHTZgqiHp8cmQ2FK2j2GdX1YzFuWyhpmk8MLQ22c73,966,1,1,14.099345519999744,0.000157,14.086785519999744
nL6HnQr3swT7GQ1VRgNUYoLEXbn6CJyGhfe7NzpnvB2,961,1,1,1487.638782738785,1e-05,1487.637982738785
2EeFWJgZ99ESQjjyHWD61BxT2g7cfVLYhw89dx4YSSEm,967,1,1,14.029365439999992,0.000157,14.016805439999992
2gfuSqiB9izA5NVHB8kTF5gY1cneebdT6FGNb4PTTCx4,957,1,1,10.404222800000014,0.000157,10.391662800000013
2hkoJWTcqUs93yL5aV3MDSBJ4fZ776sQc1e1p6Q1aLAG,966,1,1,0.39745047158002755,0.00013,0.38705047158002753
2pF2fGL1jW1NDiCZYgisbPHvSwV6kcXuFTjkf4MWiD1j,974,1,2,46.08540780268768,1e-05,46.084607802687685
2pg9HG5Ahnj5nKXhUuhUTeCMeL9J7hBXC4uRiNmjuVEJ,967,1,1,11.320772800000007,0.000157,11.308212800000007
2s7VkWAjHi8uyGHiuHU9Vzr1eQKSZLinxnzzmKbaGQRo,988,1,1,17.016708879999953,0.000157,17.004148879999953
36F9tke96VASCosUaGaUqps2B2wfbp1Gm2ABkLWnCT6o,976,1,1,1.0678873016725632,1e-05,1.0670873016725633
36a1L5fpP8xcP9mdvv8cQyujegtkbLWdkRwVVffBvWDX,989,1,1,16.12048712,0.000157,16.10792712
3Co1DLwWjUftFqrMSB26EDLMNJKL8X7UDDMwhRLu8gGQ,969,1,1,11.291968880000027,0.000157,11.279408880000027
3SgrzKfNNzj1zYuzWGjd5mkUi6JZsybfP22g4V8vSRyJ,973,1,1,0.0,1e-05,0.0
3Tn5kjuSgf6goYrE8R7eNHgNNYn3uqExBqAJaNQRGjgH,965,1,1,9.00310808000043,0.000157,8.99054808000043
GhGne815xBRNDw4DtkCUor1rfTpq5KMG75ihKH9VfXCq,961,1,1,13.518485679999692,0.000157,13.505925679999692
2Ab7saBq6aLsWeT1A1e74qtgkN2cDtQv1pQaXdJuLguw,973,1,1,3.4467203096423304,1e-05,3.4459203096423305
2YMM3oZ9g6Dw4MBbj7yHQ9EaKRAKstDTMdPBk3LmH7hD,955,1,1,54.71289535999972,0.00021,54.69609535999972
2a6pMDz6ayVbdZ5U26NQFLAfYwmpu4fYk9j4WKGRaxrD,961,1,1,953.8730292458353,1e-05,953.8722292458352
1Vj2AKvdK3AkkAiHmUNnwXaVsuN1U4B15xnHNSLZjyR,971,1,1,18.448911999999673,0.000157,18.436351999999673
pZrvkE5FXmgBzDjuwciPAQcyu9FUuEZ9pN8RRKNPFHp,988,1,1,16.895720479999667,0.000157,16.883160479999667
