front_signer,epoch,n,victims,usd
5jJtF7rge8onPSeCGhKqcPF7WEsAaUWAJW3aq5mQPsn1,960,1,2,-0.06443832017472673
5mtwWd77n3xEBt8urRRhkaiBX1kLh9SKVvh7gQ7iub7B,958,1,2,-0.03672143395609506
5oZeJWMez84nEtQfamKhcFPFX4V9PYPs2WZGpT5SCaBn,959,1,2,-0.0672675273521417
5ptqpBnSdYQ3GSTSQ2fqMahcjyXamFwMiZM6bKW9gV3,957,1,1,-0.012468214953472723
5qMQJ1WLWDkhJ1AjLWBmMqYBLSsuMmBC5hT9ZQLrEcEt,960,1,2,-0.06658657182109451
5qn3qdHnCJpKwN2Ajxr6iMiDu8Ct1rn5Wqs1tuzTUZza,957,1,1,-0.09239881877020295
69L1VBG8EMAHYvSG8nQam8Pnms8CD4z2a7ze3DE6cBGJ,957,1,2,-0.03775770580258575
5wmkhmqywni9MYnxQuHR8SyZwi7sYm3kqaoUmiqgJHFe,946,1,2,-0.008707304337591537
5xS8m1DcdaoqLgfbegKrFEuVbhz1NsQHAsoYtRHrexLe,960,1,1,-0.1322112103901052
5zB3fqEY23arEiD5B7n3bKP4ZoKR1uidGjGnU5g4KCVN,958,1,1,-0.1189722840242835
5zTXvtL9RzxnmzHfqpo9pFrdkfo3saiJmeVCRZDHQXBK,950,1,2,-0.08811814244164662
5zZm23BzH1fLyLu7UZxRDwgZ1kRmUuHnMHwUu9BLkLJp,958,1,2,-0.01915386783987394
621NCzExtJisxj4E1TUymhyNnqq5ZDj8d1f12d9MG19Q,956,1,1,10.47587231999966
63wsNS3KqQWCFtQTDvF6txmYXx7uYK6JFNH9kbBjTtzC,950,1,2,0.01144648170044782
65aPWFXohHZ35rNfCVaKAjP66sxeTMzWfMTDjyqooVsf,947,1,2,-0.03044269331400229
66j93yskXLa6mEA2jv6mkFotWWuSGmm6DVmdCz5V7pu9,959,1,1,-0.06068475427120301
67xA89M29EpDGRmnvyJUS6p9c1MyfdpiaqhJnExqRwC9,957,1,2,-0.04047126396177214
692XbBUm4nfvne5aDMspte5zbjpP1KkVs5rEJxbzHHfF,946,1,2,-0.6096886853967476
5qnWntigP8u8Xfq8PGEDs3oxsk1AmBbaeRR2gZnH1ayZ,958,1,2,-0.032855161128942934
2cM9BdsxC182oU6drTdtujDXPH819aR2WKuE4zByH4AH,951,1,2,-0.18388518880434468
2eNT2khtRp2VizsMxqaPk97m8mSMM1KUZL1uzf7frpAu,957,1,1,-1.284370593728017
2f5AS9y84ZiNByAKiVUWAWcrCsuMh66YtrvzpVPmoUrV,957,1,1,-0.15437830774322148
2fk9ZgyBaTeobvCbBQvDkUWxQ64cR9Y3tJYzCTKSL28T,959,1,1,14.069998160000274
2gfuSqiB9izA5NVHB8kTF5gY1cneebdT6FGNb4PTTCx4,957,1,1,10.404222800000014
2hFQvVVe3LhFxhgonzbMxWtxYWkgns5C2b87sxAgvLxi,959,1,2,-0.03706309344137404
2jC2uxJ5NSkbiFhsZZjGfGcSKLPrr6vXbAVEzR19BQnr,958,1,1,-0.03505089193193811
2kKWwoHpM6abUiVdTSa2r9s1wbcj4QaeXTyrDDvZMjgy,958,1,1,-0.0001294521423791939
2kzizhAKukWL3kF9H38P2HnMjhwWNcExm7shoC5RqELz,959,1,1,-0.023353522352940193
2mkt6X6eFPCouMas8JXK8TtDhaiujzmfE2CAkzQSbsEL,955,1,1,-0.007301496281764408
2nnHGTnayif1biEjWtKQLBqdvswaqsmMiZNtTdyV582A,959,1,1,-0.06766430227237219
4KqMWct6dtkvrmuNbaKFhSvMeDhWXyfXyzi35L3hMNzt,960,1,1,-0.03724903202504737
2pkGTwEta8p3dPeNagkAZWLWocTCEG7PR2qBRg7bjxFF,959,1,2,-0.00038112400443546246
2ppSvaNA8Txmz5Kiq48HnCnqf7rAM97K2Tzp6o2TW4Un,958,1,1,-0.06996970351095255
2qVs2Vn1vN8k47sRiENMjDzay3WcQqbtTyM1AFKK78Sz,959,1,1,-0.059022181112626804
2rjnszC9iEZdbiMEstbkWzgritfqvNhgVZ8oBoHn8Bai,960,1,1,-0.07760025886265787
2stMcQ7pif1nPU9BGYogP9NsRmpKobxGnF2UBfLx86w9,958,1,2,0.06863128224737558
2tHQKtHsWZifVEH4TWm57yuiWvdWoB4k6iQPb8RypbYU,958,1,2,-0.04299592114443307
2v2BqfFb3cmmKGPqvBdH3atYtAU4bWKKgfYTnfxW5gqc,947,1,2,-0.08217685687779586
2xRXtncSAsx4SAPwKYGoxfQ6MmkStA5FodH2BDkhs4pa,950,1,2,-0.015381284165766895
2zic3QdMbxHpa9EqArv8CyhraMxF5DSggUPy72h5JpnJ,947,1,1,-0.07117768941196978
32sm5uSzGM5UmJGWbqqAbmSR81CtjPXwFG1KNq2FNubc,957,1,2,-0.06737919938851089
3397MbuozXarMUqTS4es3zChMpwxam3kmQNsa9eF86G9,955,1,2,-0.021567535484580125
2pT3dheYvydHwa65n3mNZHwoh3eokBcHyrgDwLijUiSo,960,1,1,-0.0477867044758451
137ex2UboPA2UTdHzNrmvYKSUc8y9GtcEYLQeLYFC9r2,951,1,2,-0.00025631052404537225
1KFNF17GhoFA3Mw8zuC4JCozdL3x4257cW3irk6SVyL,956,1,2,-0.028385758134664707
1y12D9ZUwrWSRtiefSZudAyM65tK1B1QiVScomtnGDp,957,1,2,-0.09951794880128428
248fmzWgJpjnT1RgfnLZd7JYZ675AhzHhZWWX69buGos,958,1,2,0.512928360449898
25h5V4BTgQfF8yQZPVJXg6uu2wGPFV7GFXBGj5fqDVgd,960,1,1,-0.00530540768777038
27kRsrcwr3rcPiaVNq5CWfhKcZLz5papJhzhEgiGQeGJ,957,1,1,-0.071470631196624
2AscAuKWZ7d9pC8vzQsSPdwqysXHfwx5QqvjYLkKQvZT,956,1,1,-0.22093609272321402
2Dfy5fFwxbpLBSX7caMLNCnzvLmowNFVgmkEhN3UBq6c,958,1,2,0.000833501813448656
2FwhxJmXtwnJ91tDKj84dheKqwF2X6CgJCNWaTz71rA5,957,1,2,-0.11056629649464522
2GjYoAHUnZtUSoBiYD1KtDgZqtu45M4GpYcQ4YdUSxcZ,957,1,2,-0.03402161680015614
2Gyzhvkg4xcbVSoKdypNFfjq14WzN6ik8tepPxsKNJfP,959,1,1,-0.02921753507334035
2bZV1gZAUnZGRPnhjx6p59WARRQ7i3GurCtLhTM38Cco,960,1,1,-0.024863567636135286
2P4h1sTxQUy8GhNHaxSWYTJeYinsGB2dWcJM52u2iZbR,958,1,2,-0.020996303051175058
2PUo5Tm5XDSb3PQ3tSu3sEvSTWLpB2Zc15fRaErLVWmr,957,1,1,-0.04524375294822969
2RoqqUYDKc3EQqxBSCgTMkkkkgGur3MLyeLQE67Z72JW,960,1,1,0.016205228401169336
2S73frj5pBzWQmcJa3avcQBCTYdWxypw44uCU6CL3y8a,950,1,1,-0.0011609551706820431
2U5tb1uup58nAbUfn8NTpuwA9KkuiPKZie8FeRxYaKXD,960,1,1,-0.01288692124684021
2UrtJqjmYiS2AN4nmTQMuDXF3YbrFpdf54GR9USf7MaU,947,1,1,-0.06785374576693926
2UteD4mdXjqMnKvHHsEguZuAgVvs5wANndYk33YhbXEp,957,1,2,-0.07462149834294607
2WuMbYwQbAdJNeaVtptUHHubCvgDQ3PJ3JQc9CKHme4H,958,1,2,-0.0898762451109203
2YMM3oZ9g6Dw4MBbj7yHQ9EaKRAKstDTMdPBk3LmH7hD,955,1,1,54.71289535999972
2YX19tc1rGaVjZ3HJa7YdGwiHsFDezyAXVD2HEt2qXtB,958,1,2,-0.15507637510900452
2b3UsphTBYX95X73ocmjhDACMY24L5qSRAo4cbuotzUY,952,1,2,-0.050188082319557736
2MT5KbvLGEi4m47dSfdgZ1UkftPAzXGy8Crev9Jd4tFd,959,1,2,-0.01537989088143732
3gzFb9yVkKn2smT5nwAwjFjoGLvohXkHLXpT6rxhEe7m,957,1,1,-0.2642633754411605
3hM4rRQnWWeqEEtcdmeoufuKXGjMdwj39XJhwsXZgns5,946,1,2,-0.00762880797538501
3hcnFtkRvt53mThHmNQnf3a73ZBURRu6qbmp71sco4Z1,958,1,2,-0.10865762161445414
3hfR657Ax2w5fBweNx9bJB7TYqDiyzHYd4wnrEtt5Pv7,958,1,1,-0.08277520236804836
3iRjYWRY6aweFND2oZNXXi7zrdWohUrqqXNzXG83XPRc,958,1,1,-0.1484210341725234
3jWJuzoHkB3SqbZKg1RtnyLjNAQCfcTwBAK9GfSffd4v,960,1,2,-0.007025905451733261
3jo3TZxGNX9dPH3SaqgrX3sB29SNjKaTeAWgnzK1n7G4,949,1,1,-0.1736264936824039
3q5Fhi1NQCLSkMCL48KNFmbGpgqyzfNNmkoZEkJKBi6d,958,1,2,-0.001843064714604492
3u9gMEUZKDdTdZfaaqB4XypKqoWftZAhebVnRLWjTk3k,946,1,2,-0.08079774235052017
3ve9Pa4MsyVQuTpeL6kTbj2WkAZSzSCZajVMTtWhkZod,946,1,2,-0.0239886290906699
3vwYbE9yCxjtoDm97B9ixKFJ5DyNYwUeDxy2YPmamrTc,957,1,1,-0.1204219499976622
33DqUsiz5iUyGnw5gtUeL6KGqkThYBihvfvBiFRtUBbP,956,1,1,-0.08497458434304495
3xUVN7DGGTGmk1wUPTyMRAgcmJ8koyqdTSbofQm1KZ37,957,1,1,-0.060356149907745404
3yFJ2pVeNKKYXjF3VDEixjF7gQJXoC8e3tEAZVVBUXYb,958,1,1,-0.0023793000725939872
42rkcfVfHXBry4G5RR4voYtGdnPLk9bN2JoecUjzW7t5,955,1,1,-0.02709908458114363
43HxRuVDqAhN4NrnBmhuDgx2QJKb5pnHSkN5xEjiCwAN,959,1,1,-0.034166648291620305
4AEDNXqL738iWTe4xQj5VyEXWiQxQJwUvEtPnuGNrj8e,958,1,1,-0.02182011737155376
4AqFB1qzvoXVVagfPacdwNww8qZHPVeXMur4mWxcVQbq,958,1,2,0.002729359526548736
4BDpDH3GxWb9cd93dBMaHA2cA6o2uyBC2XbZrb623uo7,954,1,1,-0.12176465298718853
4DcoH4n1trH1XKHhFr3Z5LeSjhNGjnMURB54hFEboRhh,959,1,2,-0.07356404815101136
4EA4epFBqizQ43GRXdpeL218HF31TsSFmnfvCCtvqzx3,960,1,2,-0.042661290771057736
4JLutpnQQrfrHAwg8FT75ttT3X6RaRrEbQfYxKHSo1vx,957,1,1,-0.013533536892587628
4KTjfGLRJ9ABcurqUviSNX3ftzXL8QN76BKXpzLQmLJY,952,1,2,-0.06924730196737006
3xJydtV4TVL85jJqiStDav7T2cGmnpjVdUcxynKVphWF,960,1,1,-0.01651501680826173
33iZuY1NjnfF7CQ1ALtrNTsXBiMGJHrLQxrBvoq6ZM1A,958,1,2,-0.030328387735574225
33so67Y2ZQpVZCmf3M4tdMLR24SPNDYkpbyMwFtEJA5w,958,1,1,-0.0006268128066255763
36VRNt626AgkNuU4ZWuW59gyPdVX7fvoqk9C8zRoDR1S,952,1,1,-0.009494302156086154
36gm7RXF9CYCM3vaM5cWL2b6YyuxhLtJCT8LM5KG452W,958,1,1,-0.008647948675162276
36pazH2kva3B9y9eyxcepRdwbv4n1QW8k2oH3r5i9SPQ,959,1,2,-0.05545089751365584
37Bo8xegDCFx4ALnuEB3ErxR19ijBwKV5jPjak8b6g3t,959,1,2,-0.03567734806839695
38ADvo1TUjq3rdPmXqRySHhKP9wziYFteFTGcZkbkKzs,959,1,2,0.04691650629394917
38LjqbpnA4VaBXMYAVw4pNb9JssNjTcsiH7nKQZtAv9d,959,1,2,-0.036184644046414194
38W2MbbVEGGiR6EYmFd6pnVSgWaNs1NiH7x1vSax4yCo,957,1,1,-0.024900220336391277
396jtsEANrsHXwaavosBYscGZqCsCxfbaRLgcKy2BqmR,957,1,1,-0.013075903825825463
39H2qjnViY5Q4h1gq1SBjAw1WkTPyNo4DwnU81SK3VmH,958,1,2,-0.03545586303045245
3cniSV9ncgVCYKF2doFb3kMYDDEGcXMqtLSVdu5Ct8hj,956,1,1,-0.13414974003364222
3DjrqumSKEot3JvBugvpAtTEJMYVvocbG9xHuUKMXdsm,958,1,2,-0.0454684679999362
3LPv6doycxpEtnRbkyFt1rvHogv22H1ovTgt1REMmok9,957,1,2,-0.024073841125576978
3LVAD4HZmnvxZSThLPcjJoQG6LbxJEMq4z9vBrXN1iaN,958,1,1,-0.02539228019539319
3MkWxAFfwkr4aYfAnsapE5UPPiTEU9XZnTcQ5AE8W2hX,957,1,2,-0.14812187296384227
3N9BQ7uChfGCfLHiqVvdyptGukm2jJnJH8z1vaxD9zZs,955,1,2,-0.011649328751736077
3S8j9pKCkbwzWKYk7M3pVcZY831RhEHratCnpPesbzpF,955,1,2,0.07421442824148805
3Ts7YnubjmhKhPLAkaxvDRgfUTCkKJBLiabB11N8dEvr,958,1,2,-0.010832307731256097
3W5ibpsXPU5VfWKh2g4Dx8Sgt8d8S5GZXynSz9CacLCo,958,1,2,-0.04024485696633606
3Wua26tASDrWJ5yUwHT9xmudGZNEV2JpYBGJwkTpBoAi,956,1,1,-0.4154718035117888
3ZfLmrShU3CDZjkX3AxpszBjUGjPYzM1UgsdgCR1m6Nn,959,1,2,-0.03551198716681858
3c4JeAfW3AKDXjB9PakguziYoxqZw9qZsyaBpvYyAAaY,957,1,2,-0.2907388415005929
3CUwbiKiyU4ewrmVWop7vRnrcxFVSGj7E5zRYnSAmAkP,950,1,2,-1.0852008571202632
9KV2ffyKSkotEpte8JMJB21Z7ZiRovARV4NYQCfYf4Ak,958,1,1,0.0019326385769735666
9L52tKwpozaVkriiUrE4VcVXnmDUzLJrEVUMfXYY2hBQ,956,1,1,-0.029059715704354838
9LWrkB8sT2B9xTzTiF3UuWzweE88mHFdzXDqfvTgrp1h,960,1,2,-0.01127492303872546
9NH526RruhnrLujCcCMNvepMKuksLMdMe3sz62TdQUoc,957,1,1,-0.04157973242834179
9Pe4nSvJiVEAp1zDTKR3ocEe1DpS2umeBf215pFRoD4K,946,1,1,0.0033829449780087284
9Q7jpydD8nEaZSMQzYmuZCqjdbM1HDryHoG9i3DeYcLr,958,1,1,-0.07493772702516832
9R7AGtEwwf6BDCSVBfKRG3avbAm9qU8pxH275K1pphtT,957,1,1,-0.03036642580302673
9S7fzWmMkgCd3yEDgpJvrCnttXdDBnbAtb4tWZooEzCE,959,1,1,-0.09746307440299695
9SCph3xySQvzU2d4wmVAsDT7ieNGjNBtQRJoWCzC3SzH,959,1,2,-0.06508934455548454
9SPFWxRkKzXMcndUkmZj66Svfe1ns4SuSbwmmmopEXsS,959,1,1,-0.006907431618952409
9Sxecc4qtmMYXuziW64Y5ASkPsyyjBPHnfrc6bwWHauW,957,1,1,-0.029697626737242855
6qdaRZKMutgiDenQXZdRCBNSJd7xZnCG1A3jKSM3evdi,956,1,2,-0.017224550424735363
9UJkuEfq5YuGHTdbFaSxvN7TWncJrX3yNaTueUzGDSrg,957,1,2,-0.0045803654021142615
9ZrCvY5hd17nGLZtQoVjJTdi2FHfv8wRqwNgxKEs1hed,958,1,1,0.010491473397480355
9aS8xCDJnzVPgakQSYMhaUtnRPeYxvdu3DH7JhtYDBwo,957,1,2,-0.1728411054388701
9at9BRjiNyEDhyPtXaUdtoXTwGJuhutgWqqMoDj9JbkT,957,1,1,-0.11820146936978304
9bcnfgEyGybvNGtqvuU1Ywe95buScxivnSyk25BUHkCu,959,1,2,-0.047784283584166865
9daaAnqbh6cexcMqwaxWwfKE26aTyFYMsVNFnVjJQkjR,953,1,2,-0.008465859255940567
9eAGVVrSXfSMZ2zCkfMSX85B8rmQY9CJfiXQwDa1YQtB,960,1,2,-0.0004303760233176357
9em8UsSRaeLgVeTpLTJSiRYL2fgodo8cccYjdBW3akVD,949,1,2,-0.017112624516770758
9jNC1vPapHgFuDrJgZELRWtmMEQUiswEswLudjTeDCYS,959,1,2,-0.03793427629379065
9jXRyR562wnGgw15BZpawB2Cw59tGibkawWKsvQv1H8o,958,1,2,-0.07103125551427336
9nQPhpF5CQUHLZpyLzTCtNdmgwYKMxPPcu6uPBZFW5sj,958,1,2,-0.08292805768590039
9T8CsMogJqLVHLQbvs3UaYmBV1NwiYAauTJ5Uz7R89b9,959,1,1,-0.006629159170521426
8og8RNugYNJkmPwE5oio3xZwL9p379QXchn9QwrP2E4w,957,1,2,-0.07394838471010967
8p71J9WWdRxAGQnvXryXj1PpbmKeNw6jwssxEYFFmSdz,957,1,1,-0.004500335896452795
8pnnxAzqTLKi7N1YAFbWYAnTbFeZKt6gFFKuvQ1uUTAk,957,1,2,-0.006360400432602331
8t6NozJdb4ffRE6MXWdTSiiRiRfNC3wGbkCbh54F9AZ2,960,1,1,-0.02354004801510795
8tmuqWG6NpkVQtLMcFjnUpkP72LLhWsS5w1Sdxc6cyrV,959,1,1,0.02784348145310922
8uEGQH7VmLQrk7WL58s23SAsSqcNtetSNu1UNZSKBsdM,960,1,1,-0.0007110875893015511
8vSxqqENCVz2wsUGNtiXT46GhfZmyNgDnfQTdUMpXRmk,957,1,2,-0.256341967113789
8yfYohsARMHLdREriysHTqFdvtVcBB78syuPf1VhmyjQ,947,1,2,-0.3336216115373247
8yjKn7s5wfAL6feWMUy5matSbHvHvdo4bPaTVKsun66j,958,1,1,-0.07868593022423154
8zHGHPH9aq1z35pEAB4un1DVWAhBw2jpQNjosqju1oH9,959,1,2,-0.03631990038607924
918f4cYVSigwZmDunHosgcDY7zJGQh3d54PTEvfPmEWV,960,1,2,-0.0004136840228533001
9K7jxnJfnxD5q3Z4ao6NRLURrsCZFgJ61BDu4wZaRnr4,958,1,2,-0.0006571574822020199
92CmJDsWCL5ePKcE6VhNYoQ2HvT3wtbSkK6ERp9NbQfv,960,1,1,0.0005904879971868615
92UGvBDty8j4cayQf5RfRtUUxFTspqkzZrWyAN7NVZ7Z,958,1,1,-0.012276556023518848
98DDcvHzFc1VUV6Nk14spdFNkCaAGct6oU7d4tNCZcJF,946,1,2,-0.014011280278914962
9AvAa7Xcgip4mq8ixjmEPLo7z1sYxmCE712YZAeEH6gj,957,1,2,-0.007809206991965245
9BbAw2p2JLXqxWUkuSTptoQ2xjScsE32x1cTLwtshwEM,958,1,1,13.42067496000002
9CLNVaF7Dg5FvUscSzXxKqsbQUhZs8av6AEEEkypXrZH,958,1,2,-0.006321863040238407
9CSdVsffz2e1xK2xpFD3W6WSz8RdoUDBCXBwWeRsLsSt,960,1,1,-0.019551259869901028
9DbDVaVv3SVW17UZ1vDvdmZB85CeqvCQvfUyKLW6LUZM,958,1,1,-0.014622614635349529
9EC9EhFv5KZcCCurV2F5RMYvFrofxdndLyrfTZ1jtzVd,957,1,2,-0.20683099097523083
9HFJSFNkk5K93Sm5niFmmbnmKgLnMdSh2g8rfqVUdY4P,957,1,2,-0.09468910635352934
9JkB3uco3CuXZcZLYBHas44Lna5fp6zfusKytUHYJLmR,958,1,1,-0.008024466548407494
91R2SqhM97Fxq5NaZvJy9VvKzFwrttwehXtsqEU9LP1,959,1,2,-0.015007163799691803
AHkCszuaY6QKNEFnXZm2RaB6aUFKPSFJVyNwCddFiGiC,953,1,2,-0.009763375343896374
ALzVHHNc9qVBotYk5zUGXgyett1Zr5cC9CgMRpoN7bjT,960,1,1,-0.000609705076164424
AM4zbDuZzv2PbwazVNF2f5vuMBypSueJMAXCTHxUZ6Gu,958,1,2,-0.06272174517353513
AMQSLtneRV3o7zACzy5BgVFs2TE62Wd3481k9cg12F5W,955,1,2,-0.043371954841289195
AP6uRYn5U3WZuASu8xoWkpCt46r8jmK6RsWLHmUU6o5P,951,1,2,-0.03423130450144973
APWRf5KCyjEjxabR8XAAhE4fy6XWHe8zDhwfA778eyQ1,958,1,1,-0.056804677230644085
AQ5KZG3H6Ltvrd6qkLG9yvnxK6DLUdKz77i7QDpaLEV3,957,1,1,-0.1669630854612425
AR2c1Fsp9KFvX2jwaBtLtPmywEYXHBSwrkb4LrAtaTH2,960,1,1,-0.0002039465880132596
ARMsnEX9mgp9TvaGgWpTCcKBLPWzbSvW8FZwLy9qmVj5,958,1,2,-0.01650640869087172
ASVV3ng6V1bc1VNWTSuWkZgUbkpmXJcoHabqoBBBW84g,958,1,2,-0.04630321999995246
ATcxyh5hSicEASJmRjnPZ6vhCNChkjpxsD7HxjjNhEJ1,956,1,1,-0.017593134835588997
9oFYXnaGMREHz25oPSUcCnswsA5DznC5Gh5vVZD8sCgv,959,1,2,0.08829653149601491
AVrwGHiqEFu7ogwjmvTsZ6PWBDD6mah8SHdn77b9jbFR,957,1,2,-0.3730275736520916
AcCWD4D5YksDKoLh6GFgoVU2BeEVAjZxzzUVZSgMPBZr,955,1,1,-0.4849870343446039
AcTHhyHvT72KT6miUuXnQVW3us3VawDfXoHms1yL2Ty4,957,1,1,-0.22631219944176273
Adx2JEhpcThWT47nDazN5adFz5xiS5aUgxajRqNfUAYa,959,1,2,0.6341875372568584
AeCmvRTJEc1j2UjQu4eoiu2eZVFcqhZGQ2KREZyYodbs,960,1,2,-0.1290565253945708
zvgWAg8yTrWhXUUmzHD3V5zLtut39HZu9U3yXzMzsJq,957,1,1,-0.08149738382114524
AezbUaTQd6s6Dsoy1XdEFhTLhSZWPDxNQ1Jdx1SRwUMa,959,1,2,-0.053209356349985804
AfTGmjYPvnZsuY81bZ6BwLrYr7azKF62biyp7uxhL9s5,957,1,2,-0.0073290155780844635
AfXHykbPUQYH6WEGXKgSEvFB3fb8swdZ6eh3fFLAcar9,958,1,1,-0.02198212808358191
AgApBZANLyeMFyNGYReUKs3o3guz4Ksnt5N72WcR5vXR,950,1,1,-0.32830435878734576
AjACj5WYakaibUC14poeKu3AigJ1zkmzgzvco3t4juEa,957,1,2,-0.03501373075396108
AU28uZNR1DkzyESNeaafjgestRy4Z1xQV7zKUBykksKs,958,1,1,-0.046949957806967646
9pLUHoVQFyYPAYYHfDEU6EqWo3nPSNsSxumQy8xoJnnu,960,1,1,-0.0013311230131175106
9q1oQiewtfjmhrhHd6rU59ePNyEp8jkuXHRvYvXW7eUo,958,1,2,-0.00019536122090088592
9qRPyvuespysVzRD6AsovitmfH3u96AtLVCwFgzpC4eV,952,1,1,-0.07983956035651829
9qfXwyYdy8UQS6PVeRmUtM24iKURMjcSuU2dmzQ68ftn,958,1,1,-0.009707335283842822
9qqtvw4geoJqTed5sCSXPkVtZgbJFY1CRD1eXEsFZQm1,957,1,1,-0.27417951397487705
9sJjfWwuHYm9semPc3LLzkfkdsSNPoEfhWmz9S8BVrtp,957,1,1,-0.056480248073349504
9vCN5tK56r915jVf4AH7Ei7GAgkThypB3yDQ5HWtRJhC,953,1,2,0.00020559302735728702
9veAXepuVmcMMr3XdYLV6SMBM7XqznKqFDa2kYKgwkic,958,1,2,-0.010030082086604497
9xqSgznZ9wH9g2uFE29sKn9ucjenpp92oNZWEGc548t7,950,1,2,-0.052917600350137484
9xqoEDspQTCi82P15hKtgqeuio3JWzHjKRorhPdBZ8Ax,957,1,2,0.6831007903699282
A1at1Luo65CXDCHRfxe2h1mEWpgHDmgSgEEybg55AGYc,957,1,1,-0.09481300647856461
AFwuGwChBm7AoxFbBKzwFinwV5U9kVNnXu3VsGrdeALu,958,1,2,-0.00798422503147267
A6Buw6LKGLnsTAJ3b7yaPhcfVAqkJWR2RYzrP1XSPa1S,947,1,1,-0.03579215872000718
A7ZQhvF4vHMKfCjG1HGr9TZe9RsR1j17Nnn9saaxJ8Q8,958,1,2,-0.00017457750983218556
A7puwnzjYtytgPipugzEtA3keRPsAgCQGiLVMLTVKn2,952,1,1,-0.0660161741391696
A7seLKJisBTZz1kzCB2vg2cLb4UYBTndYDdC2MWory8y,947,1,2,-0.1844294266082347
A7zJ31kJbir4pv9mSxZEWRkw5m4WFi3Nu27yyiPF2cw9,960,1,1,-0.028640285135497212
A8rc3Cz8jofh9BX4bH1GvuxTQvuKZAKUTRT6qUS2oEDk,958,1,1,-0.10323055963211925
A9BZKZsCT4ChHcVSxtupWNvHDNvEBePgfi158cPtqxt5,960,1,2,-0.02603355146861719
AAx2Y965eFVuWjmqAAacbHFcH4FZvriLuy1VnzmKNAbG,957,1,2,-0.05608279357220969
ABxpDnwnQYtT9cf8G3WGT3NAhKxRfRpRGhM4qw5YeUZy,957,1,2,-0.09407437545017494
AE2YxhM65QPYr61LFVrUxc41n4me9FyGNmRftM1bNJpe,960,1,2,-0.05290852062736384
AFiSL94NxyUqoRyWqxcudYL8knbq8HKkBznbDmtaGeL4,957,1,1,-0.019393620952833923
A3NuFdEfaAU5zy9K6jiiMbMw7QAFuKAKdniXyneoBF5k,957,1,1,-0.13904382545538496
7SBzQaFe7eaRDJVpKkGtQ2Sdbsi6Nq53v1UT48awgxoB,960,1,1,-0.00763957449702618
7TbDsxajS3QCe7C6PD1dB7cYm8BdPmZbtVmY3NdPAAut,951,1,2,-0.15158465939544286
7UCQXXF95gPivLa5iJ5zcJrXJVQo9b739AWweG9XSq78,946,1,2,-0.0730640367126445
7VoDVP9VRUk8jp7Pqv8wZjoXGcrL4F7fxBoG4A4LgYS8,960,1,2,0.00319728956104659
7XX2Y6mXtFDSSLvgKJgCG9RfZ3zt5S867Xkfnrf6Equx,959,1,1,-0.02340368682536953
7XXMGwSi3Z9KFBmfXLoodYx5sYqHEMWaQqSnP3LKSbik,958,1,2,-0.13095287536454503
7ZwyMeMtdygp4LJRTzk4VEzcxjfMqhTrJjigWTNYRCSg,957,1,2,-0.044811935712170126
7biDMivLRQVu2m2s8w1LP6DEqxu1sjsTcF8W6fEErhXx,959,1,1,19.558853759999977
7cnDALurpH5mqakzXSQrzVkPFPjrGqYUXbWZcvtHzGQn,957,1,2,-0.050215242315485575
7fhg2XjHLevoxzNbvvDVjsL49EXPFu7ZYBjamAoXX7Dx,959,1,1,-0.07675741205256825
7fikMyXUyP12pG34dC3Nh2s4bmZycJ45FpEonobjNWSF,960,1,2,0.02261052194719282
8nXoic6SisPXMoVkT1NgvkwqNWg52Ve2kF57eUQPrfpU,947,1,2,-0.6956034272451461
7kEfD33eJdjPwTCCzvVmn1BweEmgy5MR9uGMpsMYTo5V,950,1,2,-0.04569364232833939
7kYfQqmuoVwPpGLs9qT5K5AVEirYzQpbcFwLk3e7XEzr,958,1,1,-0.1701632961153976
7keRA9FkxDBGgsfSL5NY1SDCzPL7d4enjstrkdLPpbVx,958,1,2,-0.09193758119153905
7mPgbMkG7M55zneFwnRcAh68B4svDiT3TMq6THQXDhuG,957,1,2,-0.0034355238856365045
7ms8jutV2eY4p1msS7Y9a44C13cbk4DzuBANdfo8wZww,957,1,1,-0.30756589047201466
7pizsBHbrYmDvVgBaD1RmMfGNaoa5LnkoMtooN2YD8aM,957,1,1,-0.07372013609538985
7rShuY3YXBnGiVJj7vFF7wffKhhGdWzWNUwCu2LtwcV1,952,1,1,-0.3380501319626372
7rgYhdMoFwjcKiamKw9cJzWyjJgPs9cyEzH3n54KhtvH,957,1,1,-0.08454779197429207
7uNBXAjC7eUztdh8Bz1eBs7MkbdXtEfcX1KNYZkkN8bG,958,1,1,-0.10484591834334367
7vM2ZvWPpLRwVQ7VJZzNU5eJzpnSPnbdcSZ7Nk3YnkGG,957,1,1,-0.10394505035351109
7vRjHzKLbYpwT8gpGZNJSsj1XXnW13vtSYC7CTorUi8W,953,1,2,-0.0020005657355963435
7goUj4RpwmkGhUno9m9xiKEXbHKTDxvYQHTE8TCHL1AK,958,1,1,-0.02907087059811242
6rUv4R3C2qkk7VSgnEzyja9CFo9vVG4yVHZ98PexaNcK,957,1,2,-0.14491249541451978
6sWpmeE981nNHiWhhrk9pshYxB4z1kp6ihRaywvbEfM7,959,1,1,0.02116875344524649
6tc4kXzAyakvpAoYYF49FNmBwignSZE1EcvREdnPGArr,960,1,1,-0.00047804633964639714
