front_signer,epoch,n,victims,usd
H1rByQJmfo6yCjwoiFKLmgPD3qZquiJLe7sDMY4zdDNt,959,1,2,-0.06549379225778917
H23QCYXfuoPTAQoQV5hGxW6wqXGaRjFqm8KXQEw8kDLu,960,1,2,-0.0015318069146830204
H2RBnV5wdf62wtR6j8hLTL7ew4g84M64bgmcFJydyfYs,959,1,2,-0.01635212311212275
H6NUsHxV2s5JPHym5EUmeGBuoiWpKwvDEnrpSUMNxNQ4,958,1,1,-0.04321464689188925
HKnDNChfGL3nrGjM9rnHrDAfj1PNcQsrRQTtepjhnDgJ,956,1,1,-0.013095011271511137
H8ajshHyE41RMW2gjj3cJsH7U9j434CSzvjbpt99voNX,956,1,1,-0.013168104341036435
HAafPD77NtFYSGXDexa51vETGPBr18RC9HZN1MUdQWrN,959,1,2,-0.06193554502005316
HBf6SozKL3C2ckterXvmUnevJdvheXKyshSaw9g4obQE,958,1,1,0.0017327363486763225
HBtnkFAPvv6ZbRUtEa7kdK7gCswtsZMkXsHozvPFuuLS,957,1,1,-0.029997130433973007
HFNLYJKdcSAnPm62SLB6D9LeqQBc4CjZcb4VRyLVAgmu,959,1,1,-0.07148550293576195
HFeUZyiTEQ8a61322UvNmtvAzZqfHj23YXkZryWiJUJ2,959,1,2,-0.0032517427783629316
HGANzrZ8LP979DtsvYpM6pXfohDidMPY7JyrhPqc3TgL,958,1,1,-0.006956656045696563
HGcsxy6J3i8TTtWNjQYuWGYp3FBdJA6GpEv7ygSMsfYj,957,1,1,-0.21222109451852766
HH9tKTRwhqWWQQp49Qj8mTkFkYoYXcoyxhQgAu8oe1am,959,1,2,0.026887095938272765
HHZmt1qB3EcrMPJBXuV7fT597QrPNP7hvaYXZdPG7NWo,957,1,2,-0.1097522846789456
HJzQyFVEWzStyYEsnH1Eh2trQfcTeK3mDD8fy81SuE6D,958,1,2,1.3889982890418384
H7JgSLw5A2yvJbYRTwdMPPviXMHEeXQkz1aXDYJ9HguB,947,1,1,-0.029278454654050323
QPMXTBmx6Ht4PvdD3suaodrQCk95zCTBxzCEUWszBUA,957,1,1,10.903675039999676
QytZ7isQ5T16y3qRASf3eFTcRbw7tYsFwkMfcPePykw,957,1,1,-0.06414851935319987
RWaN2YGbJMj9xnhKJwXHyfxGyuP57CEXhbTZroLFRP8,955,1,2,-0.024647210139183695
RgCNFMhXiHGiMHCK1KHPbo98xQjqm4u8p6Ph4CriNyx,957,1,1,-0.1250204791976639
RhFWprsKBV7ZVWcUNRAUVpSFFt2t1R8xMmQmXC3srGy,950,1,1,-0.17682792504321476
T1xB39vwmZNPgCkpwpAverWksyfeWkLFoB7hodv9RiT,958,1,2,-0.004427086066949304
TqwfbhH33eGPi8RWPhcUgQBSYx7Ez9EofT2P2F7ARXh,959,1,1,-0.0009119861199671439
V4EUmNa6N35FHncJNEeeGVmDdpoLqMw9uvoQmVFVDHw,946,1,1,-0.03268021511830144
VV55Gbvd4nizeP3b4TJoqpDTJ1HYMQvDorvv1A11zmr,950,1,2,-0.0517697797976413
VzUEXuG8xCpkUedEiBJLSsxR2dxceEv6Pumr7iAzFJx,953,1,2,-0.01726137182063492
WkNDVWTjaEcjdSEWSFBfR4LFMheFC1tQZYeMBXqMbgd,958,1,2,-0.002563178001073474
HpankkFPadDtNYYKCkpMsJsJLm3USX1EUcn4ZjhUnYLk,960,1,2,0.08278409781408147
YkdsD5VZMfBtVZqVK9nULe2tsLTDUK3ojNZ7k53BLsT,951,1,1,-0.1320999858892158
ZmMGw2q3CDDBEwe9v6ZRFSN8YJKiuakdbajLcmMzxwB,957,1,1,-0.008184968482649602
a5EGUFXehGshKKn6drs8a9dr7wemtLPcHbqoWco4chw,947,1,2,-0.17849400973540597
coLcHKyDwqUTpkwsbykTeXtpD1NsnnwL7C81SewbQ9Y,956,1,1,-0.10374509535553411
cpHSXrTHxR37puSjZEMi1GG2Skkk35qzgZJ5XNCuscD,960,1,1,0.03291193080911192
eiEHc2xqNAdkjwcLAnAxNhtCpcWD6dFPdwbdbk9gDUe,946,1,1,-0.041868778749214464
hdUGzp6N2VzoYJPghKT3hXFrMjrEHu7QaU4eCDD34uK,959,1,2,-0.08373485343842635
icv27qF6eyV9E8AXdP7yH5EAbBn3K1LfzSKybViC6qY,957,1,1,-0.15681317952360274
uzUCDhYDiGv4yJdUKpJUdgefVh7JYUrhRYPA345Bvcv,957,1,2,-0.6660700035014244
xiiBZQx4EAEyQYAiDSCGwi4kys8Aqzw68JSbG1f1ZJC,959,1,2,0.0011131414624993702
zu4N3VwTLQsnUCmJtvpyb37ZXGYiHGftYEHea9riBLi,957,1,1,-0.027876892585241286
Xd1juwocs5oUU439tPaMAjK6sZw4THMXqgbw5YvmAdE,958,1,1,-0.02269252351020823
HrxVsBmcfL1qRA4u91Jjhs6E8NsGRspQgbzCZEU3FWzi,953,1,2,-0.339608529027835
Hs4K3P6sdHoDSJ3FSMnRkXHTj7jHi8msob8UQsQRCYKa,957,1,2,-0.050902126032688066
HswqeThc4oWMGexbivtYwrxuZDujx9mYgwp6N326UTqS,958,1,1,-0.02942213029074381
HvTQb4LJVoQUgUunkRSPt1oF5WhN3dhP7PatQ8szVvkF,946,1,1,-0.013253668097555904
HzyRCneLnuPtHAibQUENfxbXeynELsrrut76xNTwBb5q,957,1,1,-0.16309896861538942
J1HymhMxpeQkahRaM8ZLSxQR1oCvU8CEpwvSofvBAQu7,957,1,2,-0.09831519788638055
J1RZ5edAxmQFb87TMDFphtaMuZWncd8MQ4oNtb3theKk,957,1,1,-0.0019968858232969483
J28PxycdsnfWxwWot8kbpkM3cJdFu3J7m49ekr1QHw7G,959,1,1,-0.011089178448959736
J28pmFNSsCNcCprhT1u5fMh7UGvsbKQULd59mJ5xrHnT,960,1,1,-0.09540428534751122
J2PspZz2xQiWWiMf8W6uTFwPCXzhFNe8B8C9NAt4yYYg,960,1,2,-0.14690182829393716
J2hQHUi1thkvx3AcZDzA2h86vJc2g2DQmdD4XzixXZX2,947,1,1,-0.12631438839396214
Nq2CuhLhuyoyd2EEc3kDEptajBDFLHbaLAMgfYkCNCF,951,1,2,-0.030234128774979663
J5G3X1Z8YD2BGv9mP7wUgPmebdXGTMgcn9sxQci2bD2U,960,1,1,-0.014880288468997471
J5bK24pdETbanhaBaE6qoDw47PJ14REzUKtSXrX43yu7,948,1,2,-0.11466211858021769
J62ke9rmJNrPqAJxpF3nhi74KLsw3YG9fHWrSfdpP8iR,957,1,2,-0.09016239357496847
J8XS9h8TH4mzVN91HpXMmL9j8A9uDfLHi3LDLRLGELQy,960,1,1,-0.05440031946005952
JAPAVgpfEEAm6Nir7JJyCdPLLM4chYgqzi2NBsYtbtb3,955,1,1,10.13110312000002
JAwtKrfVaacUKszZCAJ6Eas3i1787Y47VU5VJRjWjFhG,960,1,1,-0.01676674360617747
JAxyLKTess7j5SgetQzMr5mh3TD63UagkQhPfqbzp65t,960,1,2,0.11167953228150118
JBUipogW8r56TsqVSEpzTNcSX1HWXwu5QwZytWSxo5e3,949,1,1,-0.016470723828377887
JCNiXJNFqCNwoR9nBxaCMSN9VnG2tpPaZFPV16Z7x5tb,960,1,1,12.945107760000276
JE3K3uRPKdrMho4mhMMMEBS1zQ2pe71mvzajuHRVCrax,947,1,2,-0.009719229101413374
LAZ8xGLqfkuVudEokQsqmiTZ5Yk41zFNnxWtG1fnVj5,957,1,1,-0.1495083016848664
J58FKKzbJ64p6fEGb1Q7TPW5qrKinGxkuSEA5rbrBqop,957,1,2,-0.010011655261626395
FUhq25jmB6VidnZKn5jgcqQwcJtjq5Gf5KxHRcEYe6Ba,958,1,2,-0.005213520174314479
FXY4rxWbaWA3woRLdDvPYXUxhnPrqxwAABuDYb41kHoE,957,1,2,-0.058157841998141
Fc3LEyfKcg8AdSX9A3jgS9iUKnLKcKb38hsTytzuX77H,949,1,2,-0.19141834579066597
FcZgUWhLXfWn4jGxFF8Q4kJL5guXRkKVjxYQbZ4PnTfU,953,1,1,-0.020489233528701023
FcZgUWhLXfWn4jGxFF8Q4kJL5guXRkKVjxYQbZ4PnTfU,957,1,2,-0.09669009258154393
Fejc5oa7MCZPAbVb75CHMU7PJVTkXYvnN2fHitSQNKN4,957,1,1,-0.05192087174230586
FfPg3W28deUGRFLmt8KCKgPXgwgerCVEokQU22C4gk8m,957,1,2,-0.01064891345693375
FgbWCBd9r3wxLnasufiGBXJu59fAUL7VSH3sSgVw4RL9,954,1,2,-0.22501579504210945
FgjqW7e5XgohWYpQJZiBJM85QzzHJehaUpC4BG7YKeu5,957,1,1,-0.0008824904226836447
Fh58j6JcXQKaAxY1NsoMiFuQUfCdt5GYGBLib6xAG8m7,957,1,1,11.608046320000014
FhkxSvBRMfnwG7bJ21syUWMq7HmmjfyHjgRtdvE7UmC9,957,1,1,-0.029403775570362445
GvNQ5p6We5yYtDsvd6ibgvnxgUUgp7juYNw3H9mbNq5S,958,1,1,-0.10906289698485061
Fm3rygJvw9fTTjyoneLpnQW3NmJ7vDebJsm9EU1qZ4pj,957,1,1,-0.0557390427455795
Fmby5pTdwdYLabsFESGGcjtHv2jZbXo6Ye22mF6YuJgB,957,1,2,-0.032987771700490054
Fn4eWfxdw2Y4cba6Gxpd6nx6uUoxfu4EiWyGi9qfApu1,947,1,2,-0.013658634902027345
FnPJxFgZK19dfsQEumiSSTX5uvTE9RtYk6oDASng8Mx8,958,1,2,-0.038712423459055234
FnbM1EsvL6C8b3eqnvEtjaehq5W7YnR1Lc67fAPb4fHD,959,1,1,-0.06801447655905735
FovFPajWEnLR3N8X8Fp1FMxwDE4UnboikVc6GXajCVbe,958,1,1,-0.03962866908400864
FqFe6ci9Cts7N2Qvxb51tXWfcNU29g8gpcij8cJzj15e,959,1,1,13.133867039999991
FtvzNqt566h2HRQDG8cttiKXbkB4zbiuf69zbmvaSPNR,958,1,2,-0.16692506171087196
FvGJu5NrvdUGaBhPmxzoCaj7mhDdXfzwsiSKL6Qtz4zT,957,1,1,-0.05437065701363597
FxopC3NzZkRAEps1XEA2VJRQNjTa6V6QkZK3dEJrDrPp,958,1,2,-0.18524009313738432
G2HfF1VNirqcM1bg9rbzc2wxL1FN1CiHozEXdaF873NA,947,1,2,-0.013997860371602888
FkmtyA146bn3C9XcfwWcmP6SZpbdqzkUmST37tHEpqES,955,1,1,-0.009202293179541576
F5hPAjY8ACBdeYv2eaoupGQzA2TQwaDRfyts88zk4mii,959,1,1,-0.0013276073940012012
FCXy7f4KXHvrN5NuobaYf38YaxbnmgHsG1tP6TmfV9QP,958,1,2,-0.028217934783344445
FEDZbZbAPySEYu4MaHzfYYiZF7YBzspGZkcT8pntpzPJ,960,1,2,-0.022482824494435283
FFKtc1b3o4zVS2FFnekJrfjYHLTAcYBhxNkHDuphoZUg,960,1,1,0.0754322400000007
FHbM5d324K4kgvmT2Tumw9DtKM13vELDGhdrRMPyuKtq,959,1,1,-0.26994081278610693
FHpeGRPn4FinuWKw7suBc2erhvb9eJiRfB2BATfoTCB7,946,1,1,-0.069997485194635
AknTLjJpahaFa9VoZPcmvZ4APM828VqVYbmfsAhyjYJq,957,1,2,-0.007502597300373948
FJ5NmzdPysQZ4f91awCxsebyvDy9YmBW22Ssh7DUuEkQ,958,1,2,-0.009904098317088383
FJsbUWNTDQiyYgNg8QgNiz9SNGJqWSyYohSqGmqoMnbq,958,1,2,-0.04315053571053662
FL3ehGdb4uzzgsyEm9KmEMtgv4VaeLFPojfjubxupnsx,957,1,1,-0.054554053490978305
FNypqYALL1KwbTmM1sWFCpYKKJCaHpethhfAKxR8U8NZ,951,1,1,0.013818081713605768
FUEth1GeZ1kziAVBt16mjRzzVYUjZbhNwvZXwDAVchXA,958,1,1,-0.05428441711030629
FQ5Lzz5qkfgt4cFEB5EZd6uyNF9a2NBP75MKVuz6YkhQ,948,1,1,-0.002278494261360453
FQgAW7iH6ougvusN8raD2X9diUM1VoJC6BC3rC2QYjcp,958,1,1,-0.07325977100143932
FQyD7Joe75Ta6CKtVwvQR38gSrotGPUxWQbESbJM8qmE,957,1,1,-0.11629497651726606
FRvPQ3BVE66r8Cxg13bdoRyufsFGtKE3H2SzC39XPNVV,958,1,2,-0.005122223170004603
FRxmKL5FQnEHoURuTbt6YjJx8sEoMNxTD8h9nazVQ9NZ,958,1,2,-0.0414064380332535
FSkvYwwEtmeQa4M4NW49siqQ1fQ1af5Wma1JuvH32hR6,946,1,2,-0.08159557363677461
FT3gXM7CjL1rYfoRoBmjgPGb2bqtYv2AwsTHXE7L8evV,948,1,1,19.755802399999993
FT3gXM7CjL1rYfoRoBmjgPGb2bqtYv2AwsTHXE7L8evV,953,1,1,18.491950720000006
FT3gXM7CjL1rYfoRoBmjgPGb2bqtYv2AwsTHXE7L8evV,956,1,1,17.558194160000298
FT3gXM7CjL1rYfoRoBmjgPGb2bqtYv2AwsTHXE7L8evV,957,1,1,17.688935679999993
FTmfwZBQe4eP49r9LXmuyEBcinXhAsn61bcUWenkmXGR,947,1,1,-0.09079604196180924
FPfZyXXCrR7g2311BNuD26pUt4zwqWC31xopRTSNcYuA,958,1,1,-0.1520838596245655
GPR3TLuPy2NMyEDwibt7hn4hNNbAgRrsyV3pYGFGqwGg,958,1,2,-0.020978004052325527
GQYEEKkpnS2bzqAw3g3KZwbdrB7fqU5QJRG6YFhWbNZ7,958,1,2,-0.008620392705653568
GR7FKCriUCANAGM4bKi7SdnWtrZt7rpQ1zUE3xNQhBRj,957,1,1,-0.04878740345472199
GTjPuaaGphbKm3NjKUBPMU2vrNb12KrL7UEZzDtxemDc,958,1,2,-0.00012266135608431095
GVqBPCS53M7KQZLyDHdit6MNGFzmLHiZiNGWyW4ty7HZ,959,1,2,-0.008849906179989042
GVzrP5HyQMMKZd3q9inQw2MYUyu4voCbhSNztKpFZMBA,946,1,2,-0.015014004853109442
GWBQn4vv2jbwccyZKQw3a56rynrVyFy3AoUXpgLHd1ue,957,1,1,-0.109122191749913
GbkfErbRZgqr5GWpVwMCkNGCUCYiQNr8RJ8E4Q3wPYjZ,947,1,2,-0.06259068394674161
GckvfLMAJKPZpfbuZm6WGDTHESCLgXYy3coERiYfHrqa,960,1,1,-0.052329698806716785
GdKC18F2urJpRap2n1JeFNfvvnqCYFbLGLjPiUtnsPW4,957,1,1,-0.10796172961047734
GetfcXRC6A4X6r4EcPQwdZK2snnjDSBnzZWgxePKpcJf,959,1,1,-0.005951613831909897
G4Zy2VgE7KHpX1WdiZptuNNbgUdxEe5tMp4T3MaKm8pZ,949,1,1,-0.28330191936499105
GfemADCAJ5PBoxRXKeTjd9yV2D3wUArjA93ZdzWmMofY,960,1,2,-0.0021740138218537264
GfpPZDo3pLQB79SUMvHpXrMzgsub4D2EU7fTw4dtWvMP,951,1,2,-0.007466774705101598
GhzNZHiSaKChUaZkGmVDnytRrHGDv745x7XPh7fWBHBz,958,1,1,-0.03579434843170359
GkHHfvW7Yc18TE8Tja5JcZWDGnFWHCxWd4HoRmGEwyp2,959,1,2,-0.043823968710157146
GmyxhPLYMUYDpBk8wqtGWCWCXhzWGnPZskkEybWpPpNw,958,1,2,-0.0589443760963837
Gn1YLH55CqZy7eWzkX8iWXcKNvx9nCYWggHyHQWDgu4d,959,1,2,-0.07464505915203423
GoUybC1HEppvcP8UWD7t5jipDrxrRMqa81MbL9a2LCdG,959,1,2,-0.055564631944566845
GpzJ62h31eR3717UUH7amGH5R8ZCCwyqozix3oEmcxsS,960,1,2,-7.741858991938688e-06
Gst5UKi9XY5kbwmBJsEK1KNDhxGvEtpVU9F3pxxzaWdu,955,1,1,-0.14607985680838986
Gt3ucWEnTC2r9nKWJoikVxuEbBiA895tFKkC8crYXR11,957,1,1,-0.2348726518125055
Gt4vbyAwGDYQon3KPm9twnydhco1eDhL9jNHxHvcCdRu,960,1,1,-0.16515682530521936
GfNc9AeRXxVxUymWBVMTA4kBVbB9MWTvjLHg4RUWNdqP,958,1,2,-0.0035425835825919627
G6R3A48uUYcPPvNciajiyRAKa2f9sRFgAxWJSLtjWJKo,958,1,2,-0.01458773843806549
G7oKYz8becfB1R8TZa5PrDECEXkfJdFPXEoKHwYoKBCA,957,1,2,-0.04182510121827354
GA5cAUvjmmhknqPcAJQfyDCcE3GUeHrHHtaDv8RXV2Fj,947,1,2,-0.001358881101871448
GA6YFknfdxGXXZ3TdAfek28NaEqv5Zqyx7E6kf4PRJ1s,953,1,2,-0.00025954209945583395
GB41cU5P2VxBNa2P8KCKtFn8pVt527bC88K1dRCAABkm,953,1,1,-4.846135696349313e-05
GB7Zuk2Kytt9uxyPGnSRgJgi2FWrjfP7Ckt8CDb2i55E,950,1,1,-0.0007867978211481552
GBookimFKc64XwvzcyiCS1nUgJLjKttLQEaa9C2XEP3p,957,1,1,-0.05424688893903351
GDQuLhygTzTHYZVT25ea37bDQnhkCFKhinvXP9eeNTHR,956,1,1,14.553600719999942
GDahUsBMtV9rwAjc9UnW7h13ewR3DXACXzNy5Y1KDon7,949,1,2,-0.008363600560879758
GDq65UruSPcZcUx5sEGHyCGB3HwCw9CpZKrCPsxN16Ym,960,1,2,-0.011865166290305762
GE5PfvzasePMsyhgfdq4Gi5n8awtrC8pHkX2gArDQofu,958,1,1,0.008759621675231699
GN2PBbxy2SftYLKaGMPFiUru3VJY8AJZXF2yT4gi4iRq,950,1,2,-0.24171206522158428
GEw4s7agNp71vBgJjN9Dnvw4xmCtdbx5XJJwnRvqurLE,949,1,1,-0.059137971240899034
GFEDW7WtzfSKV3djsJSpBt4AEukesYfPFo9XN9uUNFEa,959,1,2,-0.024762740961346008
GG1DiQsacRBFrDZ94o88J3WWkw4hUwQpqkpvsdwW8snt,960,1,1,-0.017680011554325192
GGTVNbdeDz78v4kxCsBF6ZBptgw2VPms6eAUWrRK4u31,959,1,1,-0.14107182217546033
GHgbSXdH6gpesEexxnoxEZr39CvDrZLtA4B7NFRLHYk1,950,1,1,-0.048832286097726385
GKKzdxFWrvZiEA3GFWp7jmMy2Ys6t2dseQ6byo9KxQHA,956,1,1,-0.4310192445586658
GKdHx6HroJ2M3t1a97982zxgLDgq3gs9ygusfQQBcS77,955,1,2,-0.026093962009197114
GKpwZmn6fMdY6aqeZqSZ1n1WXRjpiSbqGe22aGtU5qLq,957,1,2,-0.07733240439514066
GKzyTauiFf7x7YSjxVSRrnZMYmef9CX72T8Ej2opP2Uf,957,1,1,-0.19303180351021965
GLefwKd8gjnRMB138a3HfXfcAARPKoqQENuJc26h92fM,953,1,2,-0.015507543404367219
GLjkmjW4ZAXCNJKL2315avV9cdxP8wUC6Wrpv7HFFRtJ,959,1,2,-0.0009450428233524072
GEkFTFmhogsGrCiTR6HUKLXMcFRq1KmjJbVx7FfawHAj,956,1,1,-0.061955676014091576
4scozKGC68vEff1hj7Zu5Xibg8RDBvCGjZsMHqu1Chem,949,1,2,-0.0011659038708888847
4sqNuy6xdW4KZmDuSrHDnF1YA848nS5yyMfTHLVDgreG,958,1,1,-0.010520985605751987
4tt5VvAEeByMmgVNwaXga9hpTDgguQMAwS9aYiPPCjWb,949,1,1,-0.0005605413996367936
4uUmZwdFGG8pczhXWaSWybxHcZPG2N99EKiMaFxAC4eD,946,1,1,-0.2967325371393592
4yjA5bqEG56g9UUH7i23vivxauDzhbuH6z8rd9BNp6Vm,958,1,2,-0.02440769713077051
4yuiKm7cKViNAWDRLZnfKqfy38cinUQz7wxJxjaCDPpT,957,1,1,-0.592091478764516
4zHmWVrLzcYfQkHceLVgVzBftRyij3oEbtGEBWoF8Mo,959,1,2,-0.0025656175156749117
4zmF784RyhBwbtbiVQqsa3BqRkhTEXNUG3NbrXVAxUot,958,1,2,-0.02285955931006667
54fdVK7y3cs9UiuqhD6QWKE1iTc1Q6ETYkgYyCohb6VA,958,1,2,-0.048193361252952815
55gUhwQohs536extLgJytC6Q8GtveBwSo2vcjJ99yuDY,959,1,1,-0.006985220443095352
57XGqmJu7Dd5cuRJ1M7sYPuW4NjxW6fopFLY64z7zT9Z,959,1,2,-0.01584086446146049
Aem8ye17zam3p2PtM89n5bEQSHWAWqSqi2q54Ntmagkm,957,1,1,-0.05426721078968688
59V25G7RkZx5HWKMnLdEK6JfBNRdaBc5AYTE3es4f8W3,960,1,2,-0.08922823744324848
5AQNMAeHdddQqHxSbgHVBRCADKKpTeJAY4vc8n6xyKBE,958,1,1,-7.629219343012819e-05
5DwRCz5X2R9s1Ri4VMg9yjNcuyxA9a786uszGMTJv8mq,956,1,1,63.45107495999997
5Ge4FHGCvjMJcivuwNjzcsxTJzMdhnLjm6kWRqBPpLzV,958,1,1,-0.00676739639485141
5HUY1NC9ZoLyYtoqcGj42JvDRWNcCePKmwRn7fUvmd8H,951,1,1,-0.7253256601776314
5K8Qj963tXaVaPbseSwbiu6f1x8tKVWBNqudWpkJ9kUj,958,1,1,-0.04813124049451334
5L49BSxYV1v43gwXe7YYW2PmnqvwjwNMwUumDSVvEuyg,946,1,1,-0.017315946355047074
5MCwbRn32sT8MBJ9o7yabNnqiZo4w7B2f9bxG2afN7An,958,1,1,0.014932776948102244
5SoqDLwetNxeR1CFx5suRgeXtLenfw1sW2FMbk3QxLLu,960,1,1,-0.004258771886613971
5YeCWFatBoSjHR6F7UMAyQVX9Sjku9Jz9xXEmhqi2Kkc,957,1,2,-0.11133252193650911
5ZE2YUmxxNeu1n5TDh3Su1CoXoREZ4LawkTBYukhYEY6,958,1,1,-0.01002995133624951
57jsq8JRXQJG5ac42PKokCUfC3GV8ZTsuieSgNFCGrr3,958,1,1,-0.02038859945242999
4L7o5X4dgzutmiatp2bNZyfghNsrQJ9FCDi8Hc6UpAV8,946,1,1,-0.03142922591558572
4Ndfv12ah1NCq4xLtknnU1zeXW2m3ck15jQYbKB9mw3w,958,1,2,-0.0009993499225985358
4RJmAWhxd4Js5V9gQhn4KhoS4A9gGz2PERCWQDfgW5PF,949,1,2,-0.08253319959603544
4S3VtyWf6sXRgAGR7ZoDcKi2xEAaiCVKes1qokoHLKT9,960,1,2,0.001777881840593909
4SUh4pzymRwJhY4RvmkVmrHbtM22CzpaUBMmLJoEtJDp,949,1,1,-0.13864938622891287
4TZRcbzD8CTzsSaR778si4HQmsTCGEFvSdadfZPdze3V,952,1,1,-1.1547917751120096
4TgotbGPc5TikyaDEB8EU8HbeHjPegNTHCR5okWJRd2k,958,1,2,-0.08287757481340474
4VBSMK9yPdNF445NGLnMUyrCt8rJ1QxgSkR16usw8K47,957,1,2,-0.005010290664309025
4VE7LX9GayhdEz7rCG9uDsZiY4fcPR4uw8ZGo5SKjdhw,958,1,2,-0.0019424006432577912
4VV2B84D7Xg5zG1sFxGcPsziNTZjpz4LuEpbLU2ow5pD,959,1,2,-0.0017069621762461074
4WAL9KyqeYqW6m3L2v6eBuoTL3FVav6rCVsb34eGP6XW,949,1,1,-0.025191323264490695
4sbbpwgSNRMpGQFvJH1Tn4ujbGmPxHdhVJiQA4oxHyfz,957,1,1,0.03476100461682563
4YhisR4JGuhMMreNpbcRq4NWHDoMG6uhh8jLSBUMFVbH,957,1,2,-0.16318310372581912
4bvb7nNcRrAGQNfWwi59ywDLWkxnBycCBDfVUayLx7kp,958,1,2,-0.013436530978331862
4ejdqxUkaFgkbi5ucYR1S9xRTGGm7H7W4DauQf4dtypM,949,1,2,-0.04561027939264717
4gMEiR2K8uJQwPpcXy3fDbPhQkmWec2vofTLkv8RjxuL,955,1,1,-0.35083911521450517
4gfXCVBH2Wji4V9MfTvLqMQSZmSs93sCfryEedvYC6n8,957,1,1,-0.1282335525887346
4ibABLE6xHLDtUaEMSJxxTdeuULP7u7peRgTUSJHgMx8,946,1,1,-0.04241794549963984
4mFFGnDqJSNmTn9Jo42MX2Y9ZJz1zmZ5FhkvTJ12nFLw,958,1,2,-0.04416790476520216
4mZp1WtMLiK9wxtMUrveenbXBD2WiotawhxqYL7fjcCk,959,1,2,-0.049426924837081554
4nYM5ytRFixbtwEZk9mYj1YeQXQT59RAJz9tXgi9T9LN,959,1,2,-0.18765234454416913
4pqGqgWVaTC1X8CQC9nkcMrrZfPR8QjFDXo6EteShsYy,957,1,1,-0.21706236500421028
4qfpCjRX7x3xEMTqPaFhGQDqE8fDdL16JA6AXCsfeVeN,957,1,2,-0.2960638400937121
4Wu2qdJRRV32G2kUt8tpqnCWR8xUkgVAnhZnx1uyQrXU,949,1,1,-0.13262269969380291
6BcuxUvbCcFRJaYgB7iF2ts3VjedzE39Ksgp5jSsTv42,960,1,2,5.260911439208815e-05
6CrAemjiSiNMfcz3G1YkakUT7wW9eh8cATX96vhGLxRF,959,1,1,-0.065189993760284
6EgpXosuJnMojEJkubERUwxU58xyfiCdEz545rPUzTc1,960,1,2,-0.07538671936797803
6FytNqr2NKKRMWQxy2ek8G84bcspcQqkgn4BmCtDdPWs,958,1,1,-0.17504392507202038
6JhfV9gxbsuiQc83UTtaEdfV8Zai1Ezmk2vS7kwoaead,958,1,1,0.4569530531194843
6Nqd4xiV7fMCnHQjUw3NJB59yYBhiDaQQtNi2huCUsm5,959,1,1,-0.15096268082310793
6RBCdpGLNCksW9275bH2vJJ32eA1AUipqt3HFfUKkJz2,958,1,1,-0.11888411017863199
6S4XBzhobNUjeVi7sbM6HjUh8t3nfSctiZaCQiZJZsru,953,1,1,13.290889200000002
6SuwG7vYyd1Rg9HH3gFd88QW4sDXoe4g3NCNbERwrBgS,948,1,2,-0.0828381017014923
6VMRMvq31i8cDJuD3jJTqLNq39hgWc8EZBwrRzXBshhJ,960,1,1,-0.001017820506916678
6VzeoVKr4VY1yyKFgi14Db4bBBujxNyfbYQvGH8CBfhX,958,1,2,-0.06682453834155
5anbKMXvWfWsL3RfA1WvwGscmFxCt3orQXZdcjqqCiSR,946,1,2,-0.39565014497675577
6ZF3DhmwxPYwHAU24oMTkhswsET1MJkrGbEYT2k6WYYG,953,1,2,-0.042768866576561315
6aYn7on23DS7rutDyP1kvWxygTGjfcNx7WSGeBhEvSM4,958,1,2,-0.009505617432611635
6dxHMeTt3CyhULdV1Gx6KVgbYDNjsmUCy81oASVYoBfR,960,1,2,-0.007285328317252482
6eD7vMqoHWsyghGrChEmBaRfG3FwzhyPxw4oR3Qh69De,957,1,1,-0.2029010249645058
6fcUn4ixYRL6yFn2gq3tyhdS7vhS9B1Pkkp9LUVNyty1,947,1,2,-0.14688153294568185
6gaLCrwKHV28k3qfdR5CP36NrfD9kzZxX9js9fKUsui4,949,1,1,-0.1061989724164425
6jHoEL7tPfJRDc2iDy4rM6U55puLigNbVbrxdLf4RHBE,957,1,2,-0.24801543971778806
6mYScgiVQajWBgvjwXkuwfE3wTQQECRTdeNhCj1u5RyQ,947,1,2,-6.104371781057161e-05
6of82BEwbF4eiy1NMKCboXyGDFVc5M3A6y81MjejfZ8e,959,1,2,-0.012708698381069805
6p28NanUhWHTp1MHsa6ggtQCurNnJki6wVXo9cTnj3ys,956,1,2,-0.019929287885793734
6pmJf6qwA9pXjg7uM9wYAvgddvNy9quYZXcLL2zqkcuV,957,1,2,-0.008691591392646913
6Wn3WnmwCYqGX2hf7PUbQEBRQM3Hygwdbf2XUSUetqaf,947,1,1,-0.5217379574347447
5bRjNGNXrYtMr2aMfNGcLc1LnNBz4MTyM6ZaeRkyp3bJ,957,1,1,-0.34412883170868547
5c1sqfs3faxQ5b3LRLsJsKb5PADkPvDmcmrp1751B44j,959,1,2,0.10894080075604551
5cPdQTG1qfEHDMYKnQ9qpkjqbndUCCkVyWbXyEQmRFCq,957,1,2,-0.10757680897225619
5hpDWGANZmSrs7E8qJpGwv38qfu1Zqyo39bBwJH4kzsZ,947,1,2,-0.0501918359308684
5iuBwqmkzfmir1kJx9xwSe8wBmnpXnHQ92XSaUz5ruvK,959,1,2,-0.02539426316054194
